review_id,product_id,category,aspect,opinion,polarity,tag
TRAIN_11027,PRODUCT_523893,图书音像,质量,质量好,positive,质量好
TRAIN_11027,PRODUCT_523893,图书音像,价格,性价比高,positive,性价比高
TRAIN_11027,PRODUCT_523893,图书音像,正品,正品放心,positive,正品放心
TRAIN_11033,PRODUCT_237664,电脑/办公,价格,性价比高,positive,性价比高
TRAIN_11033,PRODUCT_237664,电脑/办公,正品,正品放心,positive,正品放心
TRAIN_11054,PRODUCT_521814,家居生活,包装,包装差,negative,包装差
TRAIN_11054,PRODUCT_521814,家居生活,耐用,容易坏,negative,容易坏
TRAIN_11058,PRODUCT_295303,其他,正品,正品放心,positive,正品放心
TRAIN_11065,PRODUCT_498623,图书音像,价格,性价比高,positive,性价比高
TRAIN_11071,PRODUCT_334367,图书音像,内容,内容不错,positive,内容不错
TRAIN_11072,PRODUCT_15027,图书音像,质量,质量好,positive,质量好
TRAIN_11076,PRODUCT_188303,钟表/首饰/眼镜/礼品,质量,质量差,negative,质量差
TRAIN_11076,PRODUCT_188303,钟表/首饰/眼镜/礼品,耐用,很耐用,positive,很耐用
TRAIN_11078,PRODUCT_463066,图书音像,正品,正品放心,positive,正品放心
TRAIN_11085,PRODUCT_20317,图书音像,包装,包装好,positive,包装好
TRAIN_11087,PRODUCT_218644,美妆个护,价格,性价比高,positive,性价比高
TRAIN_11101,PRODUCT_162747,图书音像,质量,质量好,positive,质量好
TRAIN_11102,PRODUCT_163882,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_11107,PRODUCT_336035,图书音像,推荐,会回购,positive,会回购
TRAIN_11119,PRODUCT_25980,美妆个护,味道,味道不错,positive,味道不错
TRAIN_11121,PRODUCT_177595,图书音像,物流,发货快,positive,发货快
TRAIN_11123,PRODUCT_184037,钟表/首饰/眼镜/礼品,物流,发货快,positive,发货快
TRAIN_11123,PRODUCT_184037,钟表/首饰/眼镜/礼品,包装,包装差,negative,包装差
TRAIN_11126,PRODUCT_151052,图书音像,质量,质量好,positive,质量好
TRAIN_11128,PRODUCT_32360,食品/保健,新鲜,很新鲜,positive,很新鲜
TRAIN_11130,PRODUCT_184523,美妆个护,正品,正品放心,positive,正品放心
TRAIN_11132,PRODUCT_466475,图书音像,包装,包装差,negative,包装差
TRAIN_11135,PRODUCT_218644,美妆个护,包装,包装好,positive,包装好
TRAIN_11136,PRODUCT_237329,美妆个护,味道,味道不错,positive,味道不错
TRAIN_11137,PRODUCT_411397,电脑/办公,耐用,容易坏,negative,容易坏
TRAIN_11140,PRODUCT_24983,家居生活,质量,质量好,positive,质量好
TRAIN_11146,PRODUCT_371197,图书音像,质量,质量好,positive,质量好
TRAIN_11147,PRODUCT_278385,其他,外观,外观一般,negative,外观一般
TRAIN_11148,PRODUCT_244589,图书音像,质量,质量好,positive,质量好
TRAIN_11158,PRODUCT_37250,食品/保健,正品,正品放心,positive,正品放心
TRAIN_11163,PRODUCT_493095,手机/数码,物流,发货快,positive,发货快
TRAIN_11165,PRODUCT_124602,图书音像,质量,质量差,negative,质量差
TRAIN_11169,PRODUCT_510018,食品/保健,味道,味道不错,positive,味道不错
TRAIN_11172,PRODUCT_329454,图书音像,质量,质量好,positive,质量好
TRAIN_11176,PRODUCT_167039,手机/数码,质量,质量差,negative,质量差
TRAIN_11177,PRODUCT_33423,图书音像,质量,质量好,positive,质量好
TRAIN_11180,PRODUCT_339819,图书音像,内容,内容不错,positive,内容不错
TRAIN_11182,PRODUCT_263510,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_11185,PRODUCT_50692,家用电器,质量,质量好,positive,质量好
TRAIN_11193,PRODUCT_504173,图书音像,推荐,不推荐,negative,不推荐
TRAIN_11196,PRODUCT_118814,图书音像,质量,质量好,positive,质量好
TRAIN_11196,PRODUCT_118814,图书音像,正品,正品放心,positive,正品放心
TRAIN_11204,PRODUCT_243075,家用电器,物流,发货快,positive,发货快
TRAIN_11205,PRODUCT_178766,图书音像,内容,内容不错,positive,内容不错
TRAIN_11209,PRODUCT_370161,图书音像,质量,质量差,negative,质量差
TRAIN_11212,PRODUCT_161382,美妆个护,耐用,很耐用,positive,很耐用
TRAIN_11214,PRODUCT_107409,图书音像,包装,包装好,positive,包装好
TRAIN_11219,PRODUCT_521645,图书音像,物流,发货快,positive,发货快
TRAIN_11219,PRODUCT_521645,图书音像,正品,正品放心,positive,正品放心
TRAIN_11229,PRODUCT_78608,家用电器,质量,质量好,positive,质量好
TRAIN_11229,PRODUCT_78608,家用电器,物流,发货快,positive,发货快
TRAIN_11231,PRODUCT_511700,图书音像,物流,发货快,positive,发货快
TRAIN_11235,PRODUCT_316717,图书音像,内容,内容不错,positive,内容不错
TRAIN_11239,PRODUCT_493161,图书音像,质量,质量好,positive,质量好
TRAIN_11249,PRODUCT_37514,图书音像,包装,包装好,positive,包装好
TRAIN_11261,PRODUCT_265598,图书音像,正品,正品放心,positive,正品放心
TRAIN_11278,PRODUCT_485170,图书音像,质量,质量差,negative,质量差
TRAIN_11278,PRODUCT_485170,图书音像,推荐,不推荐,negative,不推荐
TRAIN_11279,PRODUCT_34841,电脑/办公,价格,性价比高,positive,性价比高
TRAIN_11281,PRODUCT_27861,手机/数码,价格,价格贵,negative,价格贵
TRAIN_11295,PRODUCT_247051,图书音像,质量,质量好,positive,质量好
TRAIN_11295,PRODUCT_247051,图书音像,正品,正品放心,positive,正品放心
TRAIN_11303,PRODUCT_500151,图书音像,正品,正品放心,positive,正品放心
TRAIN_11309,PRODUCT_45990,家用电器,质量,质量好,positive,质量好
TRAIN_11309,PRODUCT_45990,家用电器,价格,性价比高,positive,性价比高
TRAIN_11315,PRODUCT_244840,图书音像,质量,质量好,positive,质量好
TRAIN_11318,PRODUCT_171946,家用电器,物流,发货快,positive,发货快
TRAIN_11318,PRODUCT_171946,家用电器,正品,正品放心,positive,正品放心
TRAIN_11329,PRODUCT_249116,图书音像,质量,质量好,positive,质量好
TRAIN_11330,PRODUCT_303339,图书音像,质量,质量好,positive,质量好
TRAIN_11332,PRODUCT_290652,图书音像,正品,正品放心,positive,正品放心
TRAIN_11334,PRODUCT_421511,图书音像,质量,质量好,positive,质量好
TRAIN_11345,PRODUCT_392530,图书音像,价格,性价比高,positive,性价比高
TRAIN_11345,PRODUCT_392530,图书音像,内容,内容不错,positive,内容不错
TRAIN_11351,PRODUCT_156992,图书音像,耐用,容易坏,negative,容易坏
TRAIN_11355,PRODUCT_445708,图书音像,内容,内容不错,positive,内容不错
TRAIN_11358,PRODUCT_477527,手机/数码,正品,正品放心,positive,正品放心
TRAIN_11363,PRODUCT_208365,图书音像,质量,质量好,positive,质量好
TRAIN_11363,PRODUCT_208365,图书音像,推荐,会回购,positive,会回购
TRAIN_11367,PRODUCT_286611,图书音像,质量,质量差,negative,质量差
TRAIN_11367,PRODUCT_286611,图书音像,推荐,不推荐,negative,不推荐
TRAIN_11373,PRODUCT_298665,图书音像,价格,性价比高,positive,性价比高
TRAIN_11375,PRODUCT_242594,手机/数码,质量,质量好,positive,质量好
TRAIN_11375,PRODUCT_242594,手机/数码,价格,性价比高,positive,性价比高
TRAIN_11381,PRODUCT_474898,美妆个护,正品,疑似假货,negative,疑似假货
TRAIN_11381,PRODUCT_474898,美妆个护,味道,味道不错,positive,味道不错
TRAIN_11392,PRODUCT_13417,图书音像,质量,质量好,positive,质量好
TRAIN_11394,PRODUCT_340129,图书音像,内容,内容一般,negative,内容一般
TRAIN_11395,PRODUCT_318340,图书音像,内容,内容不错,positive,内容不错
TRAIN_11397,PRODUCT_32431,其他,正品,正品放心,positive,正品放心
TRAIN_11411,PRODUCT_71939,图书音像,质量,质量好,positive,质量好
TRAIN_11413,PRODUCT_497365,家用电器,质量,质量差,negative,质量差
TRAIN_11421,PRODUCT_54263,食品/保健,味道,味道不错,positive,味道不错
TRAIN_11422,PRODUCT_62387,图书音像,质量,质量好,positive,质量好
TRAIN_11423,PRODUCT_54601,图书音像,质量,质量好,positive,质量好
TRAIN_11423,PRODUCT_54601,图书音像,物流,发货快,positive,发货快
TRAIN_11424,PRODUCT_299493,图书音像,内容,内容不错,positive,内容不错
TRAIN_11426,PRODUCT_327113,手机/数码,正品,正品放心,positive,正品放心
TRAIN_11428,PRODUCT_403808,图书音像,正品,正品放心,positive,正品放心
TRAIN_11435,PRODUCT_220387,手机/数码,价格,性价比高,positive,性价比高
TRAIN_11436,PRODUCT_394848,图书音像,物流,发货快,positive,发货快
TRAIN_11442,PRODUCT_283568,手机/数码,正品,正品放心,positive,正品放心
TRAIN_11443,PRODUCT_160093,图书音像,质量,质量好,positive,质量好
TRAIN_11456,PRODUCT_442186,图书音像,正品,正品放心,positive,正品放心
TRAIN_11458,PRODUCT_304693,图书音像,质量,质量好,positive,质量好
TRAIN_11458,PRODUCT_304693,图书音像,物流,发货快,positive,发货快
TRAIN_11464,PRODUCT_364311,图书音像,质量,质量好,positive,质量好
TRAIN_11470,PRODUCT_450231,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_11475,PRODUCT_371581,图书音像,质量,质量好,positive,质量好
TRAIN_11480,PRODUCT_35421,图书音像,价格,性价比高,positive,性价比高
TRAIN_11493,PRODUCT_336578,图书音像,推荐,会回购,positive,会回购
TRAIN_11494,PRODUCT_400404,家居生活,耐用,很耐用,positive,很耐用
TRAIN_11495,PRODUCT_434474,钟表/首饰/眼镜/礼品,质量,质量差,negative,质量差
TRAIN_11497,PRODUCT_138892,家具/家装/建材,价格,性价比高,positive,性价比高
TRAIN_11505,PRODUCT_122001,图书音像,价格,价格贵,negative,价格贵
TRAIN_11506,PRODUCT_181081,电脑/办公,正品,正品放心,positive,正品放心
TRAIN_11511,PRODUCT_163970,其他,价格,价格贵,negative,价格贵
TRAIN_11522,PRODUCT_460030,图书音像,包装,包装好,positive,包装好
TRAIN_11527,PRODUCT_183041,图书音像,物流,发货快,positive,发货快
TRAIN_11542,PRODUCT_516645,图书音像,物流,发货快,positive,发货快
TRAIN_11544,PRODUCT_283373,电脑/办公,正品,正品放心,positive,正品放心
TRAIN_11546,PRODUCT_41012,图书音像,内容,内容不错,positive,内容不错
TRAIN_11550,PRODUCT_242098,图书音像,质量,质量好,positive,质量好
TRAIN_11554,PRODUCT_400854,手机/数码,质量,质量差,negative,质量差
TRAIN_11568,PRODUCT_226682,图书音像,推荐,会回购,positive,会回购
TRAIN_11572,PRODUCT_375814,图书音像,质量,质量好,positive,质量好
TRAIN_11573,PRODUCT_6383,图书音像,物流,发货快,positive,发货快
TRAIN_11577,PRODUCT_453974,电脑/办公,价格,性价比高,positive,性价比高
TRAIN_11580,PRODUCT_375602,图书音像,质量,质量好,positive,质量好
TRAIN_11580,PRODUCT_375602,图书音像,价格,性价比高,positive,性价比高
TRAIN_11580,PRODUCT_375602,图书音像,内容,内容不错,positive,内容不错
TRAIN_11582,PRODUCT_138649,图书音像,物流,发货快,positive,发货快
TRAIN_11582,PRODUCT_138649,图书音像,包装,包装好,positive,包装好
TRAIN_11582,PRODUCT_138649,图书音像,正品,正品放心,positive,正品放心
TRAIN_11589,PRODUCT_158610,图书音像,价格,性价比高,positive,性价比高
TRAIN_11601,PRODUCT_260776,母婴/玩具,包装,包装好,positive,包装好
TRAIN_11601,PRODUCT_260776,母婴/玩具,正品,正品放心,positive,正品放心
TRAIN_11604,PRODUCT_409965,图书音像,物流,发货快,positive,发货快
TRAIN_11613,PRODUCT_121108,手机/数码,价格,价格贵,negative,价格贵
TRAIN_11618,PRODUCT_286808,图书音像,正品,正品放心,positive,正品放心
TRAIN_11633,PRODUCT_429051,图书音像,正品,正品放心,positive,正品放心
TRAIN_11646,PRODUCT_153622,图书音像,内容,内容不错,positive,内容不错
TRAIN_11648,PRODUCT_429880,母婴/玩具,推荐,会回购,positive,会回购
TRAIN_11652,PRODUCT_464159,图书音像,推荐,会回购,positive,会回购
TRAIN_11657,PRODUCT_491894,美妆个护,正品,正品放心,positive,正品放心
TRAIN_11660,PRODUCT_378200,手机/数码,质量,质量差,negative,质量差
TRAIN_11686,PRODUCT_349351,食品/保健,味道,味道不错,positive,味道不错
TRAIN_11696,PRODUCT_18360,图书音像,价格,性价比高,positive,性价比高
TRAIN_11699,PRODUCT_309810,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_11700,PRODUCT_283415,电脑/办公,质量,质量好,positive,质量好
TRAIN_11702,PRODUCT_172768,图书音像,包装,包装差,negative,包装差
TRAIN_11704,PRODUCT_294282,图书音像,价格,价格贵,negative,价格贵
TRAIN_11707,PRODUCT_446477,手机/数码,质量,质量差,negative,质量差
TRAIN_11711,PRODUCT_21391,手机/数码,耐用,容易坏,negative,容易坏
TRAIN_11711,PRODUCT_21391,手机/数码,续航,续航差,negative,续航差
TRAIN_11733,PRODUCT_347893,图书音像,价格,性价比高,positive,性价比高
TRAIN_11733,PRODUCT_347893,图书音像,内容,内容不错,positive,内容不错
TRAIN_11737,PRODUCT_353380,图书音像,物流,发货快,positive,发货快
TRAIN_11737,PRODUCT_353380,图书音像,正品,正品放心,positive,正品放心
TRAIN_11738,PRODUCT_218390,食品/保健,味道,味道不错,positive,味道不错
TRAIN_11742,PRODUCT_440532,图书音像,质量,质量好,positive,质量好
TRAIN_11748,PRODUCT_228109,图书音像,外观,外观好看,positive,外观好看
TRAIN_11759,PRODUCT_115206,图书音像,正品,正品放心,positive,正品放心
TRAIN_11762,PRODUCT_492348,图书音像,正品,正品放心,positive,正品放心
TRAIN_11762,PRODUCT_492348,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_11763,PRODUCT_263189,手机/数码,正品,正品放心,positive,正品放心
TRAIN_11770,PRODUCT_417537,电脑/办公,质量,质量好,positive,质量好
TRAIN_11771,PRODUCT_300578,手机/数码,价格,性价比高,positive,性价比高
TRAIN_11772,PRODUCT_53465,图书音像,内容,内容不错,positive,内容不错
TRAIN_11779,PRODUCT_504104,图书音像,正品,正品放心,positive,正品放心
TRAIN_11784,PRODUCT_327806,图书音像,耐用,容易坏,negative,容易坏
TRAIN_11785,PRODUCT_430446,图书音像,包装,包装差,negative,包装差
TRAIN_11790,PRODUCT_75315,手机/数码,推荐,会回购,positive,会回购
TRAIN_11794,PRODUCT_168240,图书音像,质量,质量好,positive,质量好
TRAIN_11800,PRODUCT_2897,图书音像,物流,发货快,positive,发货快
TRAIN_11805,PRODUCT_43359,图书音像,推荐,不推荐,negative,不推荐
TRAIN_11808,PRODUCT_85367,图书音像,质量,质量好,positive,质量好
TRAIN_11809,PRODUCT_193276,图书音像,正品,正品放心,positive,正品放心
TRAIN_11819,PRODUCT_19215,钟表/首饰/眼镜/礼品,物流,发货快,positive,发货快
TRAIN_11829,PRODUCT_88465,美妆个护,正品,正品放心,positive,正品放心
TRAIN_11831,PRODUCT_344079,图书音像,质量,质量好,positive,质量好
TRAIN_11841,PRODUCT_480254,图书音像,推荐,会回购,positive,会回购
TRAIN_11858,PRODUCT_143904,电脑/办公,质量,质量好,positive,质量好
TRAIN_11866,PRODUCT_416643,图书音像,正品,正品放心,positive,正品放心
TRAIN_11866,PRODUCT_416643,图书音像,推荐,会回购,positive,会回购
TRAIN_11869,PRODUCT_432827,图书音像,正品,正品放心,positive,正品放心
TRAIN_11879,PRODUCT_394133,美妆个护,正品,正品放心,positive,正品放心
TRAIN_11879,PRODUCT_394133,美妆个护,味道,味道不错,positive,味道不错
TRAIN_11885,PRODUCT_435587,图书音像,内容,内容不错,positive,内容不错
TRAIN_11888,PRODUCT_55718,图书音像,正品,正品放心,positive,正品放心
TRAIN_11893,PRODUCT_226350,图书音像,质量,质量好,positive,质量好
TRAIN_11897,PRODUCT_109357,家用电器,正品,正品放心,positive,正品放心
TRAIN_11899,PRODUCT_394599,图书音像,质量,质量好,positive,质量好
TRAIN_11899,PRODUCT_394599,图书音像,物流,发货快,positive,发货快
TRAIN_11901,PRODUCT_130680,图书音像,价格,性价比高,positive,性价比高
TRAIN_11907,PRODUCT_12459,其他,正品,正品放心,positive,正品放心
TRAIN_11907,PRODUCT_12459,其他,耐用,容易坏,negative,容易坏
TRAIN_11908,PRODUCT_314608,手机/数码,物流,发货快,positive,发货快
TRAIN_11908,PRODUCT_314608,手机/数码,价格,性价比高,positive,性价比高
TRAIN_11910,PRODUCT_128937,图书音像,价格,性价比高,positive,性价比高
TRAIN_11916,PRODUCT_351689,图书音像,正品,正品放心,positive,正品放心
TRAIN_11920,PRODUCT_248201,图书音像,耐用,容易坏,negative,容易坏
TRAIN_11920,PRODUCT_248201,图书音像,内容,内容一般,negative,内容一般
TRAIN_11921,PRODUCT_421892,图书音像,质量,质量好,positive,质量好
TRAIN_11930,PRODUCT_492719,家居生活,价格,性价比高,positive,性价比高
TRAIN_11931,PRODUCT_140628,图书音像,质量,质量好,positive,质量好
TRAIN_11951,PRODUCT_446331,电脑/办公,物流,发货快,positive,发货快
TRAIN_11955,PRODUCT_281338,图书音像,质量,质量好,positive,质量好
TRAIN_11955,PRODUCT_281338,图书音像,价格,性价比高,positive,性价比高
TRAIN_11958,PRODUCT_459534,手机/数码,质量,质量好,positive,质量好
TRAIN_11976,PRODUCT_319131,图书音像,推荐,会回购,positive,会回购
TRAIN_11980,PRODUCT_51698,家用电器,质量,质量差,negative,质量差
TRAIN_11981,PRODUCT_57346,图书音像,内容,内容一般,negative,内容一般
TRAIN_11990,PRODUCT_509262,图书音像,质量,质量好,positive,质量好
TRAIN_11990,PRODUCT_509262,图书音像,正品,正品放心,positive,正品放心
TRAIN_11999,PRODUCT_249683,电脑/办公,质量,质量好,positive,质量好
TRAIN_12003,PRODUCT_66508,图书音像,质量,质量好,positive,质量好
TRAIN_12006,PRODUCT_189614,图书音像,价格,价格贵,negative,价格贵
TRAIN_12007,PRODUCT_146336,图书音像,正品,正品放心,positive,正品放心
TRAIN_12009,PRODUCT_11550,电脑/办公,质量,质量差,negative,质量差
TRAIN_12016,PRODUCT_353721,图书音像,质量,质量好,positive,质量好
TRAIN_12028,PRODUCT_412006,电脑/办公,正品,正品放心,positive,正品放心
TRAIN_12030,PRODUCT_19139,图书音像,正品,正品放心,positive,正品放心
TRAIN_12036,PRODUCT_61469,电脑/办公,物流,发货快,positive,发货快
TRAIN_12037,PRODUCT_165555,图书音像,正品,正品放心,positive,正品放心
TRAIN_12038,PRODUCT_511711,家居生活,质量,质量好,positive,质量好
TRAIN_12043,PRODUCT_102506,电脑/办公,耐用,容易坏,negative,容易坏
TRAIN_12061,PRODUCT_96035,图书音像,质量,质量好,positive,质量好
TRAIN_12061,PRODUCT_96035,图书音像,正品,正品放心,positive,正品放心
TRAIN_12061,PRODUCT_96035,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_12064,PRODUCT_12784,母婴/玩具,价格,价格贵,negative,价格贵
TRAIN_12076,PRODUCT_48099,图书音像,质量,质量好,positive,质量好
TRAIN_12079,PRODUCT_345096,图书音像,价格,性价比高,positive,性价比高
TRAIN_12080,PRODUCT_330203,图书音像,包装,包装好,positive,包装好
TRAIN_12092,PRODUCT_476242,美妆个护,价格,性价比高,positive,性价比高
TRAIN_12093,PRODUCT_260981,图书音像,外观,外观一般,negative,外观一般
TRAIN_12101,PRODUCT_13924,家居生活,质量,质量好,positive,质量好
TRAIN_12102,PRODUCT_66525,美妆个护,包装,包装好,positive,包装好
TRAIN_12107,PRODUCT_14476,家居生活,物流,发货快,positive,发货快
TRAIN_12115,PRODUCT_36848,电脑/办公,价格,性价比高,positive,性价比高
TRAIN_12118,PRODUCT_90845,图书音像,内容,内容不错,positive,内容不错
TRAIN_12120,PRODUCT_73224,图书音像,内容,内容一般,negative,内容一般
TRAIN_12136,PRODUCT_136865,图书音像,客服,客服好,positive,客服好
TRAIN_12140,PRODUCT_122225,图书音像,质量,质量好,positive,质量好
TRAIN_12140,PRODUCT_122225,图书音像,价格,性价比高,positive,性价比高
TRAIN_12144,PRODUCT_354651,图书音像,质量,质量好,positive,质量好
TRAIN_12144,PRODUCT_354651,图书音像,物流,发货快,positive,发货快
TRAIN_12151,PRODUCT_243075,家用电器,质量,质量好,positive,质量好
TRAIN_12157,PRODUCT_208871,图书音像,物流,发货快,positive,发货快
TRAIN_12157,PRODUCT_208871,图书音像,正品,正品放心,positive,正品放心
TRAIN_12160,PRODUCT_229560,食品/保健,味道,味道不错,positive,味道不错
TRAIN_12165,PRODUCT_201174,图书音像,包装,包装差,negative,包装差
TRAIN_12166,PRODUCT_219422,图书音像,内容,内容不错,positive,内容不错
TRAIN_12167,PRODUCT_125497,图书音像,质量,质量好,positive,质量好
TRAIN_12172,PRODUCT_267178,鞋类箱包,质量,质量好,positive,质量好
TRAIN_12175,PRODUCT_159200,美妆个护,味道,味道不错,positive,味道不错
TRAIN_12177,PRODUCT_301444,图书音像,包装,包装好,positive,包装好
TRAIN_12190,PRODUCT_299507,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_12208,PRODUCT_276789,图书音像,物流,发货快,positive,发货快
TRAIN_12212,PRODUCT_343162,家居生活,质量,质量好,positive,质量好
TRAIN_12212,PRODUCT_343162,家居生活,物流,发货快,positive,发货快
TRAIN_12213,PRODUCT_232598,图书音像,物流,发货快,positive,发货快
TRAIN_12215,PRODUCT_243556,钟表/首饰/眼镜/礼品,质量,质量好,positive,质量好
TRAIN_12221,PRODUCT_383789,其他,物流,发货快,positive,发货快
TRAIN_12221,PRODUCT_383789,其他,价格,性价比高,positive,性价比高
TRAIN_12226,PRODUCT_452513,家居生活,质量,质量差,negative,质量差
TRAIN_12241,PRODUCT_219092,手机/数码,价格,性价比高,positive,性价比高
TRAIN_12243,PRODUCT_458529,运动户外,质量,质量好,positive,质量好
TRAIN_12243,PRODUCT_458529,运动户外,耐用,很耐用,positive,很耐用
TRAIN_12247,PRODUCT_500305,图书音像,物流,发货快,positive,发货快
TRAIN_12251,PRODUCT_496973,图书音像,物流,发货快,positive,发货快
TRAIN_12253,PRODUCT_143380,家用电器,价格,性价比高,positive,性价比高
TRAIN_12254,PRODUCT_302838,图书音像,推荐,不推荐,negative,不推荐
TRAIN_12260,PRODUCT_324007,美妆个护,正品,正品放心,positive,正品放心
TRAIN_12265,PRODUCT_218718,美妆个护,价格,性价比高,positive,性价比高
TRAIN_12274,PRODUCT_399623,美妆个护,价格,性价比高,positive,性价比高
TRAIN_12274,PRODUCT_399623,美妆个护,正品,正品放心,positive,正品放心
TRAIN_12275,PRODUCT_480426,图书音像,质量,质量好,positive,质量好
TRAIN_12278,PRODUCT_143845,图书音像,价格,性价比高,positive,性价比高
TRAIN_12292,PRODUCT_354508,图书音像,质量,质量好,positive,质量好
TRAIN_12297,PRODUCT_304967,图书音像,价格,价格贵,negative,价格贵
TRAIN_12300,PRODUCT_523948,电脑/办公,正品,疑似假货,negative,疑似假货
TRAIN_12303,PRODUCT_231245,图书音像,包装,包装好,positive,包装好
TRAIN_12307,PRODUCT_188553,家用电器,物流,发货快,positive,发货快
TRAIN_12310,PRODUCT_423046,图书音像,外观,外观一般,negative,外观一般
TRAIN_12311,PRODUCT_520344,家用电器,价格,性价比高,positive,性价比高
TRAIN_12312,PRODUCT_24609,家用电器,包装,包装好,positive,包装好
TRAIN_12313,PRODUCT_324845,图书音像,价格,性价比高,positive,性价比高
TRAIN_12325,PRODUCT_58631,美妆个护,正品,正品放心,positive,正品放心
TRAIN_12330,PRODUCT_383468,图书音像,质量,质量好,positive,质量好
TRAIN_12336,PRODUCT_418638,电脑/办公,质量,质量好,positive,质量好
TRAIN_12339,PRODUCT_438491,图书音像,推荐,会回购,positive,会回购
TRAIN_12341,PRODUCT_97452,家用电器,质量,质量差,negative,质量差
TRAIN_12343,PRODUCT_90176,图书音像,质量,质量好,positive,质量好
TRAIN_12345,PRODUCT_122980,图书音像,质量,质量好,positive,质量好
TRAIN_12345,PRODUCT_122980,图书音像,价格,性价比高,positive,性价比高
TRAIN_12351,PRODUCT_343155,手机/数码,包装,包装好,positive,包装好
TRAIN_12355,PRODUCT_438861,图书音像,质量,质量差,negative,质量差
TRAIN_12355,PRODUCT_438861,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_12360,PRODUCT_201629,图书音像,质量,质量好,positive,质量好
TRAIN_12364,PRODUCT_119152,家具/家装/建材,质量,质量好,positive,质量好
TRAIN_12366,PRODUCT_36880,图书音像,正品,正品放心,positive,正品放心
TRAIN_12368,PRODUCT_423047,图书音像,物流,发货快,positive,发货快
TRAIN_12369,PRODUCT_101362,运动户外,质量,质量好,positive,质量好
TRAIN_12377,PRODUCT_213891,电脑/办公,质量,质量好,positive,质量好
TRAIN_12379,PRODUCT_321434,手机/数码,耐用,容易坏,negative,容易坏
TRAIN_12382,PRODUCT_447129,图书音像,正品,正品放心,positive,正品放心
TRAIN_12390,PRODUCT_328831,图书音像,内容,内容不错,positive,内容不错
TRAIN_12391,PRODUCT_368672,图书音像,正品,正品放心,positive,正品放心
TRAIN_12409,PRODUCT_336830,图书音像,包装,包装差,negative,包装差
TRAIN_12410,PRODUCT_285117,美妆个护,味道,味道不错,positive,味道不错
TRAIN_12411,PRODUCT_185888,鞋类箱包,耐用,很耐用,positive,很耐用
TRAIN_12418,PRODUCT_324952,图书音像,质量,质量好,positive,质量好
TRAIN_12429,PRODUCT_478837,其他,正品,正品放心,positive,正品放心
TRAIN_12447,PRODUCT_480254,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_12452,PRODUCT_219351,电脑/办公,质量,质量好,positive,质量好
TRAIN_12454,PRODUCT_276022,美妆个护,正品,正品放心,positive,正品放心
TRAIN_12463,PRODUCT_95083,图书音像,质量,质量好,positive,质量好
TRAIN_12463,PRODUCT_95083,图书音像,正品,正品放心,positive,正品放心
TRAIN_12463,PRODUCT_95083,图书音像,推荐,会回购,positive,会回购
TRAIN_12466,PRODUCT_504129,电脑/办公,质量,质量差,negative,质量差
TRAIN_12478,PRODUCT_188981,图书音像,质量,质量好,positive,质量好
TRAIN_12478,PRODUCT_188981,图书音像,正品,正品放心,positive,正品放心
TRAIN_12483,PRODUCT_152062,图书音像,价格,性价比高,positive,性价比高
TRAIN_12489,PRODUCT_51698,家用电器,耐用,容易坏,negative,容易坏
TRAIN_12491,PRODUCT_265079,美妆个护,味道,味道不错,positive,味道不错
TRAIN_12494,PRODUCT_201955,图书音像,质量,质量好,positive,质量好
TRAIN_12498,PRODUCT_492002,家用电器,价格,性价比高,positive,性价比高
TRAIN_12499,PRODUCT_270594,电脑/办公,耐用,容易坏,negative,容易坏
TRAIN_12500,PRODUCT_31232,图书音像,推荐,不推荐,negative,不推荐
TRAIN_12508,PRODUCT_288576,图书音像,物流,发货快,positive,发货快
TRAIN_12511,PRODUCT_137147,图书音像,质量,质量好,positive,质量好
TRAIN_12513,PRODUCT_317546,图书音像,质量,质量好,positive,质量好
TRAIN_12516,PRODUCT_339926,图书音像,正品,正品放心,positive,正品放心
TRAIN_12517,PRODUCT_328782,图书音像,质量,质量好,positive,质量好
TRAIN_12519,PRODUCT_255875,运动户外,质量,质量好,positive,质量好
TRAIN_12528,PRODUCT_36556,母婴/玩具,正品,疑似假货,negative,疑似假货
TRAIN_12531,PRODUCT_423772,图书音像,价格,性价比高,positive,性价比高
TRAIN_12531,PRODUCT_423772,图书音像,推荐,会回购,positive,会回购
TRAIN_12537,PRODUCT_25958,图书音像,正品,正品放心,positive,正品放心
TRAIN_12538,PRODUCT_7911,图书音像,质量,质量好,positive,质量好
TRAIN_12538,PRODUCT_7911,图书音像,物流,发货快,positive,发货快
TRAIN_12538,PRODUCT_7911,图书音像,正品,正品放心,positive,正品放心
TRAIN_12541,PRODUCT_383074,电脑/办公,耐用,容易坏,negative,容易坏
TRAIN_12544,PRODUCT_375600,图书音像,质量,质量好,positive,质量好
TRAIN_12544,PRODUCT_375600,图书音像,物流,发货快,positive,发货快
