数据ID,类别,评论内容,属性,情感标签
TRAIN_22419,图书音像,此作品 孙悟空有戏剧造型的吸收和创新也见收藏目录 一、对绘画的个人观点 我不同意评论中有些人所说孙悟空和猪八戒就被画成了毛猴子和猪画得不好。 我买了西游记故事一、二每一本仔细看了至少两遍。陈光镒画的孙悟空一是五指山遇唐僧之前、大闹天宫的悟空有一种野气形象上多的是天不怕地不怕不受天地拘束的猴子气质。而后西天取经的路上在形象刻画上除刻画出原先神猴的精灵之气之外还多了一种智勇双全的英雄人物的气概。并且陈光镒先生画的孙悟空身形动作变化生动场景表情也很突出借鉴了旧时戏曲中孙悟空造型的特点。 所以不能仅看在线阅读区区几页就轻易下结论画得不好。相反我则认为这书画得非常好. 二、对出版商品质量的看法 此书纸张很薄保存有难度。但印刷清晰无过浅不清或过深而线条发黑等情况。图文编撰质量很好。外有塑料盒子。 三、提供我整理的的收藏目录 上海人民美术出版社老版西游记故事共有11册。如下所列。 盒装经典连环画阅读丛书-西游记故事1有5册、2有4册包括前9本.第10本第11本没有。 具体如下 1.《大闹天宫》 编绘陈光镒 2.《真假猴王》 绘画陈光镒 3.《通天河》 绘画陈光镒。 4.《火焰山》 绘画徐宏达。 5.《无底洞》 绘画凌涛、刘锡永。 6.《怒打假国丈》 绘画张令涛、胡若佛、张之凡——分享观感这本和人美杨家将中的张、胡风格一致长胡子翘。 7.《狮驼国》 绘画夏书玉 ——分享观感这本是夏书玉的代表作各位看后就会觉得很有特色。 8.《智激美猴王》 绘画郑家声 ——分享观感这本也是郑家声的代表作。买后细细看妖精和老虎的线描线条。 9.《假西天》 绘画徐宏达。 10.《白虎岭》 绘画乐小英、董天野 11.《高老庄》 绘画钱笑呆、苏星 建议 早期小精装如果都买不到不妨先买了这两盒经典阅读本没看过值得阅读。暂缺《白虎岭》和《高老庄》一个出版周期已过去久了将来会再版的。 未必全面愿闻炼油们赐教,纸张,0
TRAIN_22420,图书音像,嘿嘿嘿嘿 不错值得仔细研读好好研究,其他,1
TRAIN_22421,图书音像,不错 还没来得及看估计不错,其他,1
TRAIN_22422,图书音像,评论 还不错时尚普及教材。,其他,1
TRAIN_22423,图书音像,包装 书的内容显然不需要这种包装简单的包装更能衬托文字的精美和意蕴的荡漾。书中的排版更是显得文字稀疏这样的内容又不需要做批注干嘛留大片的空白更不用说一些无趣的插图了。内容也有限我不喜欢这种风格的书。,包装,1
TRAIN_22424,钟表/首饰/眼镜/礼品,十分man的手表 送货迅速包装整洁手表和图片一致戴在手上端正大方。本人十分喜欢玫瑰金的颜色正面的刻度是抛光的金色背面是磨砂的字是凹刻的表带厚实看似真皮。用了一段时间走时准确尚无磨损。,精准,1
TRAIN_22425,图书音像,好 印刷、装订都好名家评论、赏析文章亦佳值得,印刷,1
TRAIN_22426,图书音像,喜欢 孩子很喜欢边看边笑,其他,1
TRAIN_22427,手机/数码,该手机性价比很高 该手机性能能满足需求制作比较精细由于采用四核速度很快。满意。,做工,1
TRAIN_22427,手机/数码,该手机性价比很高 该手机性能能满足需求制作比较精细由于采用四核速度很快。满意。,物流,1
TRAIN_22428,手机/数码,做工不错 外面的塑料壳做工不错我跟IP4原装的充电头对比过看不出来质量有啥区别。试着充了2次IP4指示灯显示还有4格我觉得比较满意。大小还行虽然有点小重但我还可以接受。有个细节不太满意的是收到的移动电源包装外面的那层薄塑料膜是被撕开的貌似有人打开过包装不知是否是全新货品。价格也比京东的便宜。,价格,1
TRAIN_22429,图书音像,还行 还行啦不过还是买配套的比较好,其他,1
TRAIN_22430,美妆个护,水水润润 如产品介绍保湿美白补水乳液保湿乳、爽肤水、精华三效合一自己用后水水润润还不错图简单也没再抹其他护肤品了。,保湿,1
TRAIN_22431,图书音像,正版 正版纸张很好价格也特别合适,纸张,1
TRAIN_22431,图书音像,正版 正版纸张很好价格也特别合适,正版,1
TRAIN_22432,图书音像,不错 书还是不错的值得购买。,其他,1
TRAIN_22433,图书音像,适合自学和初学者 这本书拿到手的时候发现真的是好重可见要学的东西是有多少多 书中附有彩页很好每天晚上我都孜孜不倦地学习也不觉得累了 附送的光盘很强大有很多素材实例视频就好像老师在对你一对一的辅导。 内容太充实了读了4个晚上才到第五章。 拭目以待后面的章节。,其他,1
TRAIN_22434,图书音像,书的质量不错 纸质很好挺不错的.,质量,1
TRAIN_22434,图书音像,书的质量不错 纸质很好挺不错的.,纸张,1
TRAIN_22435,手机/数码,卖家发来是旧货 已经退了 发过来打开快递包装就是手机盒子 白色的盒子上有饮料的印迹 手机的本身的包装膜被撕掉了 直接联系卖家退了 还是得从大去大渠道买呀 可惜我的21元的快递费。。。。。。,其他,0
TRAIN_22436,图书音像,可以看看 海岩的书都还不错,其他,1
TRAIN_22437,图书音像,精彩 好书值得收藏。我买了两本送人还。,其他,1
TRAIN_22438,图书音像,很有意思的书 通过读这本《活在珍贵的人间》让我得到了很多启发引发了我很多积极的思考该如何正确地读书如何提升自己的学习方法如何规划自己以后的人生……,其他,1
TRAIN_22439,图书音像,好战友一辈子 算了这个说多了会剧透但是最后的一刻我几乎落泪了强。,其他,1
TRAIN_22440,图书音像,有点失望 我是在看了作者的博客才很有冲动的买了这本书的。因为作者宣称绝大部分是博客没有的。但很失望博客的内容和照片都十分详尽而书的内容很多但都是浅尝辄止很多应该有照片的都没有而文字也不算很有感染力。当然荷兰的方方面面都有一些介绍个人觉得想去荷兰的人可以把它作为旅游指南还是可以的。,内容,0
TRAIN_22441,图书音像,还可以 还可以上课用的就是如果能用盒子装起来就好了幸好没下雨下雨的话书都全湿了。,其他,1
TRAIN_22442,美妆个护,好 不错就是颜色深些就更好了,颜色,1
TRAIN_22443,图书音像,言简意赅 小小的一本书 一上午即可读完 对于现在匆匆忙忙的上班族倒是很适合的 况且言简意赅 内容虽少 含金量却不少 对于中国古代文化 特别是政治制度 方面有比较全面的概括 条分缕析 讲得清清楚楚 也不同于教科书的条条框框 向大家推荐,内容,0
TRAIN_22444,图书音像,正版给力 包装完好正版书。书里的插画好美=v= 好图配好词是本好书推荐,包装,1
TRAIN_22444,图书音像,正版给力 包装完好正版书。书里的插画好美=v= 好图配好词是本好书推荐,插图,1
TRAIN_22444,图书音像,正版给力 包装完好正版书。书里的插画好美=v= 好图配好词是本好书推荐,正版,1
TRAIN_22445,母婴/玩具,不错 适合1岁左右的小孩子,其他,1
TRAIN_22446,图书音像,超值 不愧是莫言的作品诙谐幽默的语言把小时候悲惨的经历写得如此的让人向往。值得向所有的人推荐。,其他,1
TRAIN_22447,图书音像,很治愈是一本好书 感觉这本书就说出了我现在的状态是一本很治愈的书。并且推荐给朋友看了,其他,1
TRAIN_22448,图书音像,感觉还可以 介绍得不够详细图片看上去不错。,插图,1
TRAIN_22449,图书音像,值得孩子一读 每位家长都希望自己家的男孩有出息这本书告诉了男孩怎样成为一个有出息的人读了你就知道了。,其他,1
TRAIN_22450,图书音像,书很好 这个书很好今后还要买配套书,其他,1
TRAIN_22451,电脑/办公,失望 真的是太失望了送来了那音质真的好让我失望买来又退了郁闷啊,音质,1
TRAIN_22452,图书音像,可以用 还行啊 英语二 分析得还可以,其他,1
TRAIN_22453,图书音像,非常赞 很好的一本漫画这些年的最爱。。书的价格质量都很满意。。想把之前的五十几本全都买回来呢。哈哈,其他,1
TRAIN_22454,母婴/玩具,部件设计有些小小的问题 拼出来非常像童话中白雪公主的城堡正如它的别名“白雪公主城堡”一样家里要有小女孩肯定会非常喜欢。唯一的缺陷是发现设计有一点点小问题有一处楼梯的切线割错了不知道是不是就我那套这样。,其他,1
TRAIN_22455,图书音像,我糊涂了 我买儿童经络使用手册的同时也买了人体经络使用手册还买了特效穴位同事推荐的。粗粗看几本书时觉得图文并茂通俗易懂感觉这书太好了但是真正认真来研究时就发现了很多问题也是有的读者反映发现的问题矛盾的地方很多如果只买了一本书这种感觉可能还不是很明显问题是同一个人写的书同样的问题不同的书手法就不一样了完全相反。我真是被弄糊涂了。经验教训买书时得看看以前买过此书的读者的书评有争议的话到书店亲自看过再买。,其他,0
TRAIN_22456,美妆个护,很好用保湿祛痘 我冬天把它当保湿霜用很滋润还有点美白效果有痘痘的时候就涂在痘痘上消炎的效果也不错推荐。,效果,1
TRAIN_22456,美妆个护,很好用保湿祛痘 我冬天把它当保湿霜用很滋润还有点美白效果有痘痘的时候就涂在痘痘上消炎的效果也不错推荐。,保湿,1
TRAIN_22457,图书音像,很一般 作为悬疑小说太长太啰嗦了。情节也不够精彩。,内容,1
TRAIN_22458,图书音像,再这样下去没人看了 说实话买这种书一本本实在不直这类书全种写完后出个全本定个二十来块钱就差不多了这类文字差不多也就直这个数靠着加大字号加大行字间距来多跨几个单本挣得到钱挣不到心,排版,1
TRAIN_22459,图书音像,新东方大学英语四级考试核心高频词汇突破附MP3光盘1张 挺不错的,其他,1
TRAIN_22460,家用电器,不错的饼铛 喜欢做薄饼很好方便,其他,1
TRAIN_22461,家用电器,不错 半年前一百七买的感觉性价比挺高因为在商场看到的价格都高了不少当时买来送男朋友的他很喜欢使用半年多还是挺好用的没有出现任何问题。,其他,1
TRAIN_22462,图书音像,有和空 世间上的人往往将空与有划分成两个截然不同的东西认为空的不是有有的不是空。我的理解是空和有其实是两个概念不是字面意思上的空和有,其他,1
TRAIN_22463,图书音像,很好 很便宜 性价比很高 而且是国学大师的作品 很好,价格,1
TRAIN_22464,电脑/办公,质量挺好的 u盘的运行速度挺快的到货速度也快,性能,1
TRAIN_22464,电脑/办公,质量挺好的 u盘的运行速度挺快的到货速度也快,速度,1
TRAIN_22465,图书音像,遇到过的最好的小说 开始担心价格太便宜会不会书的质量不好 但是拿到之后书的质量真的好好疑虑都打消了 挺不错的。而且发货速度超级快前一天晚上订的第二天下午就到了。 但是看了哭的稀里哗啦的 这是我遇到过给我启迪最大的一部小说 所以我决定买纸质版的书收藏,价格,1
TRAIN_22466,图书音像,图例说明简单明了 还不错。很多图片说明很容易看。,插图,1
TRAIN_22467,图书音像,相信不错 我是纯母乳喂养刚看了0-3个月暂时没看到很有指导性意义的内容买来主要想参照加辅食希望后面的内容不会让我失望,内容,0
TRAIN_22468,图书音像,相声迷必收藏 声音很清晰质量也很好刘宝瑞不愧为一代大师,其他,1
TRAIN_22469,图书音像,还不错 我觉得。。。内容有点少。。不过还行吧。。。质量还不错。。。,内容,0
TRAIN_22470,美妆个护,正品 用着很滑 但是建议想要很白的人 买绿色的 因为这个是调匀肤色 美白只有一点点 想要很自然的话可以用,其他,1
TRAIN_22471,图书音像,很棒 送给爱画画的姐姐的生日礼物。发货很快。包装很好,物流,1
TRAIN_22472,母婴/玩具,东西挺好的就是宝宝不怎么用 东西挺好的就是宝宝不怎么用又浪费钱了。,其他,1
TRAIN_22473,图书音像,这是一本对刑事实践有参考价值的书 不少的博士论文演绎的专著是作者倾注了三年心血的结晶实属难得所以精品。虽然书中个别观点和案例分析并不能苟同但对疑罪的判断和处理还是提出了切合实际的观点和方法本书是理论和实际结合得较为紧密因此可读性较强较浅显易理解。作者的实践经验较为丰富因此案例也贴近实践说理不深奥不玄乎值得司法工作者阅读。,其他,1
TRAIN_22474,图书音像,很好的解读红楼梦的读本 适合想读懂红楼梦的人看,其他,1
TRAIN_22475,图书音像,经典就是经典 我自己非常喜欢的一本书哦而且我觉得这本书的阅读年龄根本不限哦宝宝也喜欢小兔子呢。,其他,1
TRAIN_22476,图书音像,东西不错 价格实惠内容很好东西不错,价格,1
TRAIN_22476,图书音像,东西不错 价格实惠内容很好东西不错,内容,1
TRAIN_22477,图书音像,很实用的食谱 我非常喜欢这个系列的食谱解释详尽而且图案精美令人跃跃欲试,包装,1
TRAIN_22477,图书音像,很实用的食谱 我非常喜欢这个系列的食谱解释详尽而且图案精美令人跃跃欲试,插图,1
TRAIN_22478,家用电器,看着有用 卖了没用 卖回家就用了几次 感觉还是比较麻烦 不如买现成的 希望卖的朋友注意,其他,1
TRAIN_22479,手机/数码,商品太烂才用了一个多星期触摸屏完全失灵 商品太烂才用了一个多星期触摸屏完全失灵已经不能用了我提出退货商家说规定只能7天内才退我这里贴出国家工信部质检总局工商总局联合发布的手机三包规定的一条重要的几条 第十一条自售出之日起7日内移动电话机主机出现附录3《移动电话机商品性能故障表》所列性能故障的消费者可以选择退货、换货或者修理。消费者要求换货时销售者应当免费为消费者更换同型号同规格的移动电话机。消费者要求退货时销售者应当负责免费为消费者退货并按发货票价格一次退清货款。 第十二条自售出之日起第8日至第15日内移动电话机主机出现附录3《移动电话机商品性能故障表》所列性能故障的消费者可以选择换货或者修理。消费者要求换货时销售者应当免费为消费者更换同型号同规格的移动电话机主机。 第十三条在三包有效期内移动电话机主机出现附录3《移动电话机商品性能故障表》所列性能故障经两次修理仍不能正常使用的凭三包凭证中修理者提供的修理记录由销售者负责为消费者免费更换同型号同规格的移动电话机主机。 第十九条符合换货条件并且销售者有同型号同规格移动电话机商品消费者不愿意调换而要求退货的销售者应当予以退货但对于使用过的商品应当按本规定附录1《实施三包的移动电话机商品目录》规定的折旧率收取折旧费。折旧费的计算日期自开具发货票之日起至退货之日止其中应当扣除修理占用和待修时间。 注意第19条并非所谓的7天才能退货只要是质量问题在三包期内符合换货条件的消费者都可以退货。一般人根本没注意第19条的意义 这个我咨询了我当地工商局和律师的 我要求退货,其他,0
TRAIN_22480,图书音像,嗯、 好吧我承认喜欢韩寒已经很久了。所以这本书买的时候没有任何犹豫。先看了蔡康永的那篇文章啧啧犀利的我喜欢。,其他,1
TRAIN_22481,图书音像,好 这套书是别人推荐的。买来以后觉得很好孩子很喜欢的。,其他,1
TRAIN_22482,图书音像,超值 虽称英国版其实读的人和美国版都是一个就是发行商的区别。20CD未删节。这个价位可谓超值。,其他,1
TRAIN_22483,图书音像,可以 还挺不错挺喜欢的支持一下,其他,1
TRAIN_22484,图书音像,很好 有拼音又有插图色彩鲜艳印刷精美还比较厚实真的很不错,包装,1
TRAIN_22484,图书音像,很好 有拼音又有插图色彩鲜艳印刷精美还比较厚实真的很不错,印刷,1
TRAIN_22485,图书音像,很喜欢 女儿看到动物和吃相关的书都特别感兴趣这本书融合了这两点.感觉故事简单但是比较贴合这个年龄段孩子的心理特点我女儿2岁半可能对大孩子来讲太简单了我评4星感觉装订不是很好可能多翻几遍中线就要开裂了.,其他,1
TRAIN_22486,运动户外,还行 送货很快瓶子很轻还算可以吧就是不能保温适合春夏秋三季冬天肯定不行。灌进热水烫手。,其他,1
TRAIN_22487,图书音像,故事说完的时候 合上将近五百页的小说星美的身影固执地浮现于心像故事中那只三维投影记录仪一次次播放她临终前讲述的一生。她的脸庞闪烁着萤火的微光那上面有疲倦坦然还有浅淡的忧伤。 时间是未来地点可以推测为首尔人物只有两名提问者和做出回答的星美-451。后者是经过突变升级的克隆人由于一个年深日久的计划她远离了单调的餐厅服务员生涯被投放到由人类构成的广袤世界。星美是她的型号451是她的识别号码她无名无姓拥有的只是不由自己选择的生命以及同样无由的智慧。 当克隆人有了超过初始设定的认知能力她会成为什么身为一名天生奴仆一名异己她又会怎样看待这个由“公司”统治的世界 大卫·米切尔写的并不是一部传统意义上的科幻小说因为“星美-451的记录仪”仅仅是其中的第五根枝条。在这部六个故事交织而成的庞杂交响曲中每个读者都会有自己偏爱的主人公对我而言除了星美另有一个徘徊不去的身影。那是一战与二战罅隙间的比利时名叫罗伯特·弗罗比舍的年轻音乐家身负债务逃窜到西德海姆投靠素来仰慕的大师。和星美故事的采访体不同罗伯特的故事由他写给同性情人的一束信札构成。他几乎是絮叨的才华与绝望欺骗与诚恳唐璜般没心没肺却又在某些时刻痴傻如堂吉诃德所有这些矛盾浸透字里行间写尽一个年轻天才的不得志和煞费苦心。在给大师担任笔记员的同时罗伯特和大师的妻子打得火热同时自以为赢得了大师的独生女的爱慕当他一头栽进年轻人的纯真恋情却发现人生充满陷阱与误会。灵感被剽窃情感被践踏罗伯特再次踏上逃亡路他写给旧恋人的信越来越绝望纵然曾经无赖身为乐者的心却是纯稚如水晶容易被艰难时世撞得粉碎。 这些绵长的信中提到过一部写于南太平洋的日记手稿写日记的人名叫亚当·尤因。罗伯特把偶然在大师家发现的手稿上半部私自拿去卖钱几乎没留心亚当与自己有什么关联——还是按顺序说吧亚当的故事其实是《云图》的第一章正如罗伯特的信中所述手稿在某个地方戛然而止读者不免云里雾里。第二章是罗伯特的信当读者好歹辨认出前一章的亚当日记信札同样毫无征兆地没了下文。警惕的读者想必会在这时念及卡尔维诺的《寒冬夜行人》不过请放心大卫·米切尔的写作初衷确实来自那本书但他一直认为“没有结尾很难受”所以《云图》绝不是断简残篇的大集合而是层层相贯的俄罗斯套盒。 那么这六个故事究竟有何关联亚当·尤因生活在十九世纪末他先是被困在一处南太平洋的小岛然后搭船前往旧金山活在音乐世界里的罗伯特比他晚了差不多八十年他的周围没有亚当目睹的悲惨奴隶却一样充斥着弱肉强食的法则第三个故事是典型的侦探小说小报记者路易莎·雷为查明核电站的真相而身陷险境时间上跨了一步进入七十年代第四章最接近“现在”出版人蒂莫西·卡文迪什被困在强横养老院四个加起来超过三百岁的老人策划逃亡颇有黑色喜剧的风格第五个故事的主人公是后未来的星美第六个故事更加匪夷所思人类几近全毁夏威夷的一个小岛上遗民们的生活不免让人想起亚当·尤因对毛利土著的记述人类的未来俨然成了进化早期的微妙变奏。每个故事都吞下前一个的尾巴我们看到故事的主人公分别以不同的形式读到前一则和我们一样他们总由于这样或那样的原因没能读完。驱使人往下翻页的不仅是对结局的渴求也因为大卫太会讲故事他换了一重重声调和音色如同灵魂附体把你带入纵横无尽的时间和空间。 是的灵魂。这正是《云图》的支点所在。不止一次的暗示告诉你六名主人公尽管有着截然不同的性别、身份、头脑、个性但他们其实是一个。穿越了时间和空间他或者她在某种意义上重复着自己的人生他是追寻者她是反抗者他迷惑不解她力求真相而他们周遭的现实其实也是同一的。时代的进步或科技的发展都不过是障眼法永远有强权者挡在眼前伸出巨手把主人公的生活在瞬间倾覆。那些利欲熏心的人可能极其具体和普通如谋害亚当的医生也可能无名无形是星美所在世界的主宰“公司”。从完整的第六个故事开始读者跟随着故事中的主人公逐一觅得失落的后半截于是每个悬念都有了乍看完整的解答。我们得以知道了星美的死亚当的活罗伯特的自杀但那不是结局的意义所在。他或者她一次次化身为人一次次走向微细的成功或失败如云图变幻不休而最后留下的则是他和她有过的信念。如亚当在想象中和岳父所作的辩论—— “要和人性的九头蛇斗争的人必须以经受巨大的痛苦为代价……你要明白你生命的价值不过像是无边无垠的海洋里的一滴水” 亚当在日记中以反问回答但是如果没有众多的水滴哪里会有海洋呢,内容,1
TRAIN_22487,图书音像,故事说完的时候 合上将近五百页的小说星美的身影固执地浮现于心像故事中那只三维投影记录仪一次次播放她临终前讲述的一生。她的脸庞闪烁着萤火的微光那上面有疲倦坦然还有浅淡的忧伤。 时间是未来地点可以推测为首尔人物只有两名提问者和做出回答的星美-451。后者是经过突变升级的克隆人由于一个年深日久的计划她远离了单调的餐厅服务员生涯被投放到由人类构成的广袤世界。星美是她的型号451是她的识别号码她无名无姓拥有的只是不由自己选择的生命以及同样无由的智慧。 当克隆人有了超过初始设定的认知能力她会成为什么身为一名天生奴仆一名异己她又会怎样看待这个由“公司”统治的世界 大卫·米切尔写的并不是一部传统意义上的科幻小说因为“星美-451的记录仪”仅仅是其中的第五根枝条。在这部六个故事交织而成的庞杂交响曲中每个读者都会有自己偏爱的主人公对我而言除了星美另有一个徘徊不去的身影。那是一战与二战罅隙间的比利时名叫罗伯特·弗罗比舍的年轻音乐家身负债务逃窜到西德海姆投靠素来仰慕的大师。和星美故事的采访体不同罗伯特的故事由他写给同性情人的一束信札构成。他几乎是絮叨的才华与绝望欺骗与诚恳唐璜般没心没肺却又在某些时刻痴傻如堂吉诃德所有这些矛盾浸透字里行间写尽一个年轻天才的不得志和煞费苦心。在给大师担任笔记员的同时罗伯特和大师的妻子打得火热同时自以为赢得了大师的独生女的爱慕当他一头栽进年轻人的纯真恋情却发现人生充满陷阱与误会。灵感被剽窃情感被践踏罗伯特再次踏上逃亡路他写给旧恋人的信越来越绝望纵然曾经无赖身为乐者的心却是纯稚如水晶容易被艰难时世撞得粉碎。 这些绵长的信中提到过一部写于南太平洋的日记手稿写日记的人名叫亚当·尤因。罗伯特把偶然在大师家发现的手稿上半部私自拿去卖钱几乎没留心亚当与自己有什么关联——还是按顺序说吧亚当的故事其实是《云图》的第一章正如罗伯特的信中所述手稿在某个地方戛然而止读者不免云里雾里。第二章是罗伯特的信当读者好歹辨认出前一章的亚当日记信札同样毫无征兆地没了下文。警惕的读者想必会在这时念及卡尔维诺的《寒冬夜行人》不过请放心大卫·米切尔的写作初衷确实来自那本书但他一直认为“没有结尾很难受”所以《云图》绝不是断简残篇的大集合而是层层相贯的俄罗斯套盒。 那么这六个故事究竟有何关联亚当·尤因生活在十九世纪末他先是被困在一处南太平洋的小岛然后搭船前往旧金山活在音乐世界里的罗伯特比他晚了差不多八十年他的周围没有亚当目睹的悲惨奴隶却一样充斥着弱肉强食的法则第三个故事是典型的侦探小说小报记者路易莎·雷为查明核电站的真相而身陷险境时间上跨了一步进入七十年代第四章最接近“现在”出版人蒂莫西·卡文迪什被困在强横养老院四个加起来超过三百岁的老人策划逃亡颇有黑色喜剧的风格第五个故事的主人公是后未来的星美第六个故事更加匪夷所思人类几近全毁夏威夷的一个小岛上遗民们的生活不免让人想起亚当·尤因对毛利土著的记述人类的未来俨然成了进化早期的微妙变奏。每个故事都吞下前一个的尾巴我们看到故事的主人公分别以不同的形式读到前一则和我们一样他们总由于这样或那样的原因没能读完。驱使人往下翻页的不仅是对结局的渴求也因为大卫太会讲故事他换了一重重声调和音色如同灵魂附体把你带入纵横无尽的时间和空间。 是的灵魂。这正是《云图》的支点所在。不止一次的暗示告诉你六名主人公尽管有着截然不同的性别、身份、头脑、个性但他们其实是一个。穿越了时间和空间他或者她在某种意义上重复着自己的人生他是追寻者她是反抗者他迷惑不解她力求真相而他们周遭的现实其实也是同一的。时代的进步或科技的发展都不过是障眼法永远有强权者挡在眼前伸出巨手把主人公的生活在瞬间倾覆。那些利欲熏心的人可能极其具体和普通如谋害亚当的医生也可能无名无形是星美所在世界的主宰“公司”。从完整的第六个故事开始读者跟随着故事中的主人公逐一觅得失落的后半截于是每个悬念都有了乍看完整的解答。我们得以知道了星美的死亚当的活罗伯特的自杀但那不是结局的意义所在。他或者她一次次化身为人一次次走向微细的成功或失败如云图变幻不休而最后留下的则是他和她有过的信念。如亚当在想象中和岳父所作的辩论—— “要和人性的九头蛇斗争的人必须以经受巨大的痛苦为代价……你要明白你生命的价值不过像是无边无垠的海洋里的一滴水” 亚当在日记中以反问回答但是如果没有众多的水滴哪里会有海洋呢,插图,0
TRAIN_22488,美妆个护,很是喜欢 很是喜欢这款沐浴露淡淡的清香味而不是浓重的香味。我的女儿都说很是喜欢这款沐浴露。,其他,1
TRAIN_22489,图书音像,还可以 才拿到我只是看了看感觉不错,其他,1
TRAIN_22490,图书音像,评樱桃之远 很喜欢张悦然的文字记得最早看到她的文章是在《青年文摘》上还会买她的书的,其他,1
TRAIN_22491,图书音像,就是例子不够生动 内容很多但是例子我有时候也看不太明白,其他,1
TRAIN_22492,图书音像,好书大家看 非常满意封面也设计得很不错的。,封面,1
TRAIN_22493,图书音像,内容很好 说的很好 高血压的克星以后就补这个一氧化氮了,内容,1
TRAIN_22494,图书音像,书很好 书很不错喜欢柴静的书,其他,1
TRAIN_22495,图书音像,这部书不错 这本是是正版挺好的。,正版,1
TRAIN_22496,电脑/办公,亚马逊就是细心箱子里有气囊保护这个板子。很贴心。 板子也很好很有质感。,其他,1
TRAIN_22497,家具/家装/建材,很喜欢购买很方便穿着很舒适。推荐购买。 很喜欢购买很方便穿着很舒适。推荐购买。,其他,1
TRAIN_22498,钟表/首饰/眼镜/礼品,天下玉缘 包装盒美丽大方这款项链很漂亮大小适中链较细。质量如何戴后才知。送女友戴一月试看如果不褪色堪称完美。,外观,1
TRAIN_22499,图书音像,挺好的 刚开始学用不错。,其他,1
TRAIN_22500,图书音像,这样一本书除了好评还能说什么呢 奥斯卡8做小金人不是白拿的啊,其他,1
TRAIN_22501,图书音像,社会工作理论 书是全新的内容很不错是关于社会工作的一本很系统的书。,内容,1
TRAIN_22502,图书音像,好资料 作为书法资料物廉价美值得收藏。,其他,1
TRAIN_22503,图书音像,还可以 不是想象中的那么好作者也仅仅是凭借自身的经历来说明问题。虽然作者阅历很丰富剖析的方面也很多但毕竟不是专门的学者。 本书最大的不足是 缺乏深度 虽然分析了一些内在联系但在一些深层的道理上缺乏说服性。,其他,1
TRAIN_22504,家居生活,大牌子不错 大牌子不错没味道,其他,1
TRAIN_22505,图书音像,帮同事买的 星云大师必备经典,其他,1
TRAIN_22506,电脑/办公,不错。 用着挺好的希望以后不会出毛病。,其他,1
TRAIN_22507,图书音像,很好 很不错彩图的字迹清楚内容也很棒,内容,1
TRAIN_22507,图书音像,很好 很不错彩图的字迹清楚内容也很棒,印刷,1
TRAIN_22507,图书音像,很好 很不错彩图的字迹清楚内容也很棒,插图,1
TRAIN_22508,图书音像,英文原版 先说说纸张吧国外的书籍讲究环保所以大部分都是用的再生纸比较粗糙但是看着不伤眼睛 再说书的内容我是看了茱莉亚.罗伯茨的同名改编电影后才决定入手一本来看 本来想买一本中文版但是我想入手一本原版来看更能得作者写作精髓。 总的来说还是很不错尤其在写女主去印度见guru那几节,做工,0
TRAIN_22508,图书音像,英文原版 先说说纸张吧国外的书籍讲究环保所以大部分都是用的再生纸比较粗糙但是看着不伤眼睛 再说书的内容我是看了茱莉亚.罗伯茨的同名改编电影后才决定入手一本来看 本来想买一本中文版但是我想入手一本原版来看更能得作者写作精髓。 总的来说还是很不错尤其在写女主去印度见guru那几节,纸张,0
TRAIN_22509,图书音像,新鲜 《周家后院》装帧太过简单似次品真是开了眼界是为了减少成本吗此书也不便宜呀。不符合图书标准吧。,价格,1
TRAIN_22509,图书音像,新鲜 《周家后院》装帧太过简单似次品真是开了眼界是为了减少成本吗此书也不便宜呀。不符合图书标准吧。,描述,0
TRAIN_22510,图书音像,爱不释手 最新的批次确实涨价了书城还有28元的版本。,其他,1
TRAIN_22511,母婴/玩具,包装破了个大洞 买的两包包装都超级破旧其中一包还破了个大洞去年8月生产的家人签收的有些担心不卫生啊。 宝用的比较多基本四天一包这次又买了两包包装不错日期也比较新12月的就是箱子里的发票少了一大块没发用了又郁闷了卓越能不能再完美点呢嘴满意的是速度了,包装,1
TRAIN_22512,图书音像,读不下去 比起作者的前两部小说简直觉得这部小说是盗名之作。不但超现实的东西太多而且写得残忍得变态。尤其是写要亲手活体解剖自己心爱的女人的那一段。真是看不下去无聊.不值得购买,价格,0
TRAIN_22513,图书音像,感觉有点过时 书是比较厚也便宜5块钱吧但内容是09年出版的似乎不是很实用特价5块钱的东西就这样了一分钱一分货不能奢求什么,价格,1
TRAIN_22514,食品/保健,可以 松脆但太咸了点。饼干很碎。,其他,1
TRAIN_22515,电脑/办公,GOOD 怎么说呢都挺好其实考托福听听听力蛮好的,其他,1
TRAIN_22516,电脑/办公,53 元买的给力 信号还可以之后我们办公室一次性买了5个。时尚的外观超强的信号太给力了,信号,1
TRAIN_22517,钟表/首饰/眼镜/礼品,还好啦 表带非常不好皮很快就掉了 说的是防水刚开始还可以过了几天就进水了不知道是不是只是我的表的问题 不过走势还是很准的好几天才误差一秒 还有就是表里的弹簧不是特别好有待改进 不过总体来说还是不错的,精准,1
TRAIN_22518,图书音像,东西已收到非常好很好 物流很快东西也很好非常满意,物流,1
TRAIN_22519,电脑/办公,不错 好用好用前面的退了买的这个比那个还便宜。,价格,1
TRAIN_22520,家用电器,使用中 使用中外观马马虎虎吧有点粗糙用起来换可以噪音还可以使用寿命长一点就好了没事烤个蛋糕弄个爆米花什么的。,做工,0
