product_id,category,tag,polarity,count,ratio
PRODUCT_150504,鞋类箱包,包装好,positive,1,0.05555555555555555
PRODUCT_150504,鞋类箱包,发货快,positive,1,0.05555555555555555
PRODUCT_150504,鞋类箱包,质量好,positive,1,0.05555555555555555
PRODUCT_150504,鞋类箱包,质量差,negative,1,0.05555555555555555
PRODUCT_15059,图书音像,发货快,positive,1,0.25
PRODUCT_15068,图书音像,包装差,negative,1,1.0
PRODUCT_15068,图书音像,很新鲜,positive,1,1.0
PRODUCT_15068,图书音像,正品放心,positive,1,1.0
PRODUCT_150680,家用电器,物流慢,negative,1,0.5
PRODUCT_15070,图书音像,不推荐,negative,1,1.0
PRODUCT_150700,电脑/办公,正品放心,positive,1,0.5
PRODUCT_150704,图书音像,容易坏,negative,1,1.0
PRODUCT_150802,图书音像,性价比高,positive,1,0.5
PRODUCT_150802,图书音像,正品放心,positive,1,0.5
PRODUCT_150809,图书音像,外观好看,positive,1,1.0
PRODUCT_150812,图书音像,外观一般,negative,1,1.0
PRODUCT_150812,图书音像,外观好看,positive,1,1.0
PRODUCT_15089,图书音像,内容不错,positive,1,1.0
PRODUCT_151014,图书音像,质量好,positive,1,1.0
PRODUCT_151052,图书音像,正品放心,positive,2,0.5
PRODUCT_151052,图书音像,会回购,positive,1,0.25
PRODUCT_151052,图书音像,质量好,positive,1,0.25
PRODUCT_151124,图书音像,味道一般,negative,1,1.0
PRODUCT_151127,图书音像,会回购,positive,1,1.0
PRODUCT_151131,电脑/办公,续航差,negative,1,1.0
PRODUCT_151136,图书音像,外观好看,positive,1,1.0
PRODUCT_151195,图书音像,会回购,positive,1,1.0
PRODUCT_15122,家用电器,外观好看,positive,1,1.0
PRODUCT_15122,家用电器,质量好,positive,1,1.0
PRODUCT_151288,母婴/玩具,正品放心,positive,1,1.0
PRODUCT_151291,电脑/办公,包装好,positive,1,0.2
PRODUCT_151291,电脑/办公,发货快,positive,1,0.2
PRODUCT_151291,电脑/办公,外观好看,positive,1,0.2
PRODUCT_151294,电脑/办公,外观好看,positive,1,0.5
PRODUCT_151523,图书音像,内容一般,negative,1,0.1111111111111111
PRODUCT_151523,图书音像,外观一般,negative,1,0.1111111111111111
PRODUCT_151523,图书音像,外观好看,positive,1,0.1111111111111111
PRODUCT_151551,电脑/办公,不推荐,negative,1,0.125
PRODUCT_151551,电脑/办公,外观好看,positive,1,0.125
PRODUCT_151551,电脑/办公,容易坏,negative,1,0.125
PRODUCT_151551,电脑/办公,性价比高,positive,1,0.125
PRODUCT_151755,电脑/办公,正品放心,positive,1,0.25
PRODUCT_151758,图书音像,性价比高,positive,1,1.0
PRODUCT_151780,其他,价格贵,negative,1,1.0
PRODUCT_151780,其他,内容一般,negative,1,1.0
PRODUCT_15191,图书音像,内容不错,positive,1,0.25
PRODUCT_15191,图书音像,质量好,positive,1,0.25
PRODUCT_152020,图书音像,外观好看,positive,1,0.3333333333333333
PRODUCT_152035,图书音像,疑似假货,negative,1,1.0
PRODUCT_152062,图书音像,性价比高,positive,1,1.0
PRODUCT_152081,图书音像,正品放心,positive,1,0.5
PRODUCT_152108,图书音像,内容一般,negative,1,0.06666666666666667
PRODUCT_152108,图书音像,外观好看,positive,1,0.06666666666666667
PRODUCT_152108,图书音像,正品放心,positive,1,0.06666666666666667
PRODUCT_152108,图书音像,疑似假货,negative,1,0.06666666666666667
PRODUCT_152114,图书音像,价格贵,negative,1,1.0
PRODUCT_152126,图书音像,外观好看,positive,1,1.0
PRODUCT_152189,图书音像,价格贵,negative,1,1.0
PRODUCT_152217,图书音像,性价比高,positive,1,0.25
PRODUCT_152269,美妆个护,味道不错,positive,1,0.3333333333333333
PRODUCT_152286,图书音像,外观好看,positive,1,0.2
PRODUCT_152286,图书音像,正品放心,positive,1,0.2
PRODUCT_152320,图书音像,包装好,positive,1,1.0
PRODUCT_152320,图书音像,质量好,positive,1,1.0
PRODUCT_15233,图书音像,外观好看,positive,1,1.0
PRODUCT_152344,图书音像,质量差,negative,1,1.0
PRODUCT_152366,图书音像,性价比高,positive,1,1.0
PRODUCT_152370,图书音像,味道不错,positive,1,0.5
PRODUCT_152426,图书音像,正品放心,positive,1,1.0
PRODUCT_152453,图书音像,包装好,positive,1,0.5
PRODUCT_152603,美妆个护,味道不错,positive,1,0.125
PRODUCT_152629,图书音像,正品放心,positive,1,1.0
PRODUCT_152702,图书音像,外观好看,positive,1,0.5
PRODUCT_152740,图书音像,内容不错,positive,1,0.14285714285714285
PRODUCT_152740,图书音像,正品放心,positive,1,0.14285714285714285
PRODUCT_152740,图书音像,疑似假货,negative,1,0.14285714285714285
PRODUCT_152833,图书音像,内容一般,negative,1,1.0
PRODUCT_152833,图书音像,外观好看,positive,1,1.0
PRODUCT_15284,图书音像,内容不错,positive,1,0.125
PRODUCT_15292,图书音像,包装差,negative,2,0.4
PRODUCT_15292,图书音像,性价比高,positive,1,0.2
PRODUCT_15292,图书音像,质量好,positive,1,0.2
PRODUCT_15293,图书音像,疑似假货,negative,1,0.5
PRODUCT_15294,电脑/办公,会回购,positive,1,1.0
PRODUCT_152949,图书音像,正品放心,positive,1,0.5
PRODUCT_15304,食品/保健,味道不错,positive,1,1.0
PRODUCT_1531,图书音像,内容一般,negative,1,0.08333333333333333
PRODUCT_1531,图书音像,内容不错,positive,1,0.08333333333333333
PRODUCT_1531,图书音像,包装好,positive,1,0.08333333333333333
PRODUCT_1531,图书音像,正品放心,positive,1,0.08333333333333333
PRODUCT_153121,图书音像,很新鲜,positive,1,1.0
PRODUCT_153139,图书音像,内容不错,positive,1,1.0
PRODUCT_153167,图书音像,质量好,positive,1,1.0
PRODUCT_153188,图书音像,内容一般,negative,1,1.0
PRODUCT_153224,图书音像,不推荐,negative,1,1.0
PRODUCT_153274,图书音像,不推荐,negative,1,1.0
PRODUCT_15329,母婴/玩具,质量好,positive,1,1.0
PRODUCT_153386,图书音像,内容不错,positive,1,0.5
PRODUCT_153386,图书音像,发货快,positive,1,0.5
PRODUCT_153415,图书音像,内容不错,positive,1,0.5
PRODUCT_153415,图书音像,外观一般,negative,1,0.5
PRODUCT_15345,图书音像,正品放心,positive,1,1.0
PRODUCT_153455,图书音像,质量差,negative,1,1.0
PRODUCT_153479,图书音像,不推荐,negative,1,1.0
PRODUCT_153597,图书音像,疑似假货,negative,1,0.07692307692307693
PRODUCT_153622,图书音像,内容不错,positive,1,0.5
PRODUCT_153629,图书音像,质量好,positive,2,0.5
PRODUCT_153629,图书音像,正品放心,positive,1,0.25
PRODUCT_153688,美妆个护,正品放心,positive,1,0.5
PRODUCT_153736,图书音像,会回购,positive,1,1.0
PRODUCT_153836,图书音像,会回购,positive,1,0.3333333333333333
PRODUCT_153876,图书音像,外观好看,positive,2,0.10526315789473684
PRODUCT_153876,图书音像,包装差,negative,1,0.05263157894736842
PRODUCT_153876,图书音像,很新鲜,positive,1,0.05263157894736842
PRODUCT_153876,图书音像,正品放心,positive,1,0.05263157894736842
PRODUCT_153876,图书音像,质量好,positive,1,0.05263157894736842
PRODUCT_153889,图书音像,内容不错,positive,1,0.2
PRODUCT_153889,图书音像,包装好,positive,1,0.2
PRODUCT_153889,图书音像,外观好看,positive,1,0.2
PRODUCT_153889,图书音像,质量好,positive,1,0.2
PRODUCT_153895,图书音像,内容不错,positive,1,1.0
PRODUCT_153917,图书音像,质量差,negative,1,0.25
PRODUCT_153962,图书音像,疑似假货,negative,1,1.0
PRODUCT_153991,电脑/办公,包装差,negative,1,0.5
PRODUCT_153996,图书音像,价格贵,negative,1,1.0
PRODUCT_15406,图书音像,外观好看,positive,1,1.0
PRODUCT_154061,图书音像,外观好看,positive,1,0.25
PRODUCT_154136,图书音像,性价比高,positive,1,0.3333333333333333
PRODUCT_154243,图书音像,很新鲜,positive,1,1.0
PRODUCT_154266,图书音像,外观好看,positive,1,1.0
PRODUCT_154309,图书音像,很新鲜,positive,1,1.0
PRODUCT_154345,图书音像,质量好,positive,1,1.0
PRODUCT_154370,图书音像,会回购,positive,1,1.0
PRODUCT_15438,图书音像,内容不错,positive,1,0.14285714285714285
PRODUCT_154407,家用电器,不推荐,negative,1,0.2
PRODUCT_154407,家用电器,会回购,positive,1,0.2
PRODUCT_154407,家用电器,很新鲜,positive,1,0.2
PRODUCT_154417,图书音像,质量好,positive,1,1.0
PRODUCT_154429,家用电器,发货快,positive,1,0.5
PRODUCT_154429,家用电器,外观好看,positive,1,0.5
PRODUCT_154429,家用电器,正品放心,positive,1,0.5
PRODUCT_154560,图书音像,内容不错,positive,1,1.0
PRODUCT_154588,家居生活,质量好,positive,1,1.0
PRODUCT_154595,图书音像,不推荐,negative,1,1.0
PRODUCT_154615,电脑/办公,会回购,positive,1,1.0
PRODUCT_154680,电脑/办公,很耐用,positive,1,0.5
PRODUCT_154711,手机/数码,正品放心,positive,1,1.0
PRODUCT_15472,服饰服装,客服好,positive,1,1.0
PRODUCT_154729,图书音像,性价比高,positive,1,0.25
PRODUCT_154769,美妆个护,价格贵,negative,1,0.16666666666666666
PRODUCT_154769,美妆个护,正品放心,positive,1,0.16666666666666666
PRODUCT_154775,图书音像,内容不错,positive,1,0.06666666666666667
PRODUCT_154775,图书音像,很新鲜,positive,1,0.06666666666666667
PRODUCT_154775,图书音像,正品放心,positive,1,0.06666666666666667
PRODUCT_154775,图书音像,疑似假货,negative,1,0.06666666666666667
PRODUCT_154775,图书音像,质量好,positive,1,0.06666666666666667
PRODUCT_154916,手机/数码,包装好,positive,1,0.5
PRODUCT_154941,运动户外,很耐用,positive,1,0.25
PRODUCT_154941,运动户外,性价比高,positive,1,0.25
PRODUCT_154941,运动户外,质量好,positive,1,0.25
PRODUCT_154948,图书音像,正品放心,positive,1,1.0
PRODUCT_154954,图书音像,外观好看,positive,1,1.0
PRODUCT_154971,食品/保健,味道一般,negative,1,1.0
PRODUCT_154971,食品/保健,味道不错,positive,1,1.0
PRODUCT_155030,图书音像,外观好看,positive,1,1.0
PRODUCT_155030,图书音像,疑似假货,negative,1,1.0
PRODUCT_155030,图书音像,质量差,negative,1,1.0
PRODUCT_155064,母婴/玩具,质量好,positive,1,0.25
PRODUCT_155127,图书音像,很新鲜,positive,1,1.0
PRODUCT_155156,图书音像,外观一般,negative,1,0.5
PRODUCT_155177,图书音像,会回购,positive,1,0.2
PRODUCT_155177,图书音像,味道不错,positive,1,0.2
PRODUCT_155248,图书音像,性价比高,positive,1,1.0
PRODUCT_155275,图书音像,疑似假货,negative,1,1.0
PRODUCT_155340,电脑/办公,内容一般,negative,1,0.16666666666666666
PRODUCT_155340,电脑/办公,质量好,positive,1,0.16666666666666666
PRODUCT_155373,图书音像,外观好看,positive,1,1.0
PRODUCT_155374,家用电器,外观好看,positive,1,0.3333333333333333
PRODUCT_155390,鞋类箱包,外观好看,positive,1,0.25
PRODUCT_155390,鞋类箱包,很耐用,positive,1,0.25
PRODUCT_155390,鞋类箱包,性价比高,positive,1,0.25
PRODUCT_155432,图书音像,包装差,negative,1,0.5
PRODUCT_155498,电脑/办公,很耐用,positive,1,1.0
PRODUCT_15550,家居生活,很耐用,positive,1,1.0
PRODUCT_155532,电脑/办公,质量好,positive,1,1.0
PRODUCT_155557,图书音像,疑似假货,negative,1,1.0
PRODUCT_155593,电脑/办公,外观好看,positive,3,0.42857142857142855
PRODUCT_155593,电脑/办公,包装好,positive,1,0.14285714285714285
PRODUCT_155593,电脑/办公,质量好,positive,1,0.14285714285714285
PRODUCT_155622,图书音像,会回购,positive,2,0.15384615384615385
PRODUCT_155622,图书音像,正品放心,positive,1,0.07692307692307693
PRODUCT_155649,母婴/玩具,很耐用,positive,1,1.0
PRODUCT_155649,母婴/玩具,正品放心,positive,1,1.0
PRODUCT_155698,图书音像,外观好看,positive,1,1.0
PRODUCT_155698,图书音像,很新鲜,positive,1,1.0
PRODUCT_15574,家具/家装/建材,会回购,positive,1,1.0
PRODUCT_155794,图书音像,内容不错,positive,1,0.04
PRODUCT_155794,图书音像,包装好,positive,1,0.04
PRODUCT_155794,图书音像,外观好看,positive,1,0.04
PRODUCT_155794,图书音像,正品放心,positive,1,0.04
PRODUCT_155794,图书音像,质量好,positive,1,0.04
PRODUCT_155937,图书音像,正品放心,positive,1,1.0
PRODUCT_155979,图书音像,外观好看,positive,1,1.0
PRODUCT_156051,图书音像,很新鲜,positive,1,1.0
PRODUCT_156051,图书音像,质量好,positive,1,1.0
PRODUCT_156080,电脑/办公,质量好,positive,1,0.5
PRODUCT_15609,图书音像,不推荐,negative,1,1.0
PRODUCT_15611,手机/数码,外观好看,positive,1,0.2
PRODUCT_15611,手机/数码,正品放心,positive,1,0.2
PRODUCT_15618,图书音像,质量好,positive,1,0.5
PRODUCT_156203,图书音像,正品放心,positive,1,1.0
PRODUCT_156216,图书音像,正品放心,positive,1,1.0
PRODUCT_156238,手机/数码,性价比高,positive,1,1.0
PRODUCT_156262,鞋类箱包,质量差,negative,1,1.0
PRODUCT_156270,电脑/办公,正品放心,positive,12,0.1518987341772152
PRODUCT_156270,电脑/办公,疑似假货,negative,6,0.0759493670886076
PRODUCT_156270,电脑/办公,包装好,positive,2,0.02531645569620253
PRODUCT_156270,电脑/办公,外观好看,positive,2,0.02531645569620253
PRODUCT_156270,电脑/办公,性价比高,positive,2,0.02531645569620253
PRODUCT_156270,电脑/办公,质量好,positive,2,0.02531645569620253
PRODUCT_156270,电脑/办公,不推荐,negative,1,0.012658227848101266
PRODUCT_156270,电脑/办公,包装差,negative,1,0.012658227848101266
PRODUCT_156270,电脑/办公,发货快,positive,1,0.012658227848101266
PRODUCT_156270,电脑/办公,物流慢,negative,1,0.012658227848101266
PRODUCT_156354,家具/家装/建材,包装差,negative,1,1.0
PRODUCT_156365,鞋类箱包,性价比高,positive,1,1.0
PRODUCT_156406,图书音像,外观好看,positive,1,0.25
PRODUCT_156412,其他,正品放心,positive,1,1.0
PRODUCT_156482,图书音像,内容不错,positive,1,1.0
PRODUCT_156550,手机/数码,质量好,positive,1,0.5
PRODUCT_156553,服饰服装,正品放心,positive,1,1.0
PRODUCT_156564,美妆个护,正品放心,positive,1,1.0
PRODUCT_156721,图书音像,价格贵,negative,1,0.25
PRODUCT_156723,电脑/办公,会回购,positive,1,1.0
PRODUCT_156759,图书音像,尺码合适,positive,1,1.0
PRODUCT_156854,图书音像,会回购,positive,1,1.0
PRODUCT_156871,家用电器,性价比高,positive,1,1.0
PRODUCT_156880,图书音像,外观一般,negative,1,1.0
PRODUCT_156954,服饰服装,尺码不准,negative,1,1.0
PRODUCT_156963,家具/家装/建材,不推荐,negative,1,1.0
PRODUCT_156992,图书音像,不推荐,negative,1,1.0
PRODUCT_156992,图书音像,容易坏,negative,1,1.0
PRODUCT_157011,手机/数码,外观好看,positive,2,0.2857142857142857
PRODUCT_157015,美妆个护,外观好看,positive,1,1.0
PRODUCT_157038,电脑/办公,外观好看,positive,1,0.5
PRODUCT_157135,图书音像,质量好,positive,1,0.3333333333333333
PRODUCT_157178,图书音像,正品放心,positive,1,0.25
PRODUCT_157229,图书音像,外观好看,positive,1,1.0
PRODUCT_157261,手机/数码,性价比高,positive,1,1.0
PRODUCT_157345,图书音像,内容一般,negative,1,1.0
PRODUCT_157357,家居生活,很耐用,positive,1,1.0
PRODUCT_157415,电脑/办公,性价比高,positive,1,0.1
PRODUCT_157444,电脑/办公,外观好看,positive,1,1.0
PRODUCT_15746,食品/保健,味道不错,positive,1,0.5
PRODUCT_157501,电脑/办公,外观好看,positive,1,1.0
PRODUCT_157549,图书音像,内容一般,negative,1,1.0
PRODUCT_157549,图书音像,外观一般,negative,1,1.0
PRODUCT_157554,图书音像,不推荐,negative,1,0.06666666666666667
PRODUCT_157554,图书音像,外观一般,negative,1,0.06666666666666667
PRODUCT_157618,图书音像,正品放心,positive,1,1.0
PRODUCT_157671,图书音像,外观好看,positive,1,0.5
PRODUCT_157735,电脑/办公,外观好看,positive,1,1.0
PRODUCT_157852,美妆个护,正品放心,positive,1,1.0
PRODUCT_157877,图书音像,内容不错,positive,1,0.25
PRODUCT_157877,图书音像,质量好,positive,1,0.25
PRODUCT_15802,家居生活,外观好看,positive,1,1.0
PRODUCT_158045,手机/数码,外观好看,positive,1,0.5
PRODUCT_15807,图书音像,性价比高,positive,1,0.5
PRODUCT_158086,手机/数码,不推荐,negative,1,1.0
PRODUCT_158148,钟表/首饰/眼镜/礼品,外观好看,positive,2,0.6666666666666666
PRODUCT_158181,图书音像,质量好,positive,1,1.0
PRODUCT_158242,图书音像,质量好,positive,1,1.0
PRODUCT_158319,图书音像,很新鲜,positive,1,1.0
PRODUCT_158319,图书音像,疑似假货,negative,1,1.0
PRODUCT_158319,图书音像,质量好,positive,1,1.0
PRODUCT_158352,图书音像,正品放心,positive,1,1.0
PRODUCT_158359,图书音像,正品放心,positive,1,1.0
PRODUCT_158460,图书音像,性价比高,positive,1,0.3333333333333333
PRODUCT_158460,图书音像,正品放心,positive,1,0.3333333333333333
PRODUCT_158526,图书音像,内容不错,positive,1,1.0
PRODUCT_15859,图书音像,正品放心,positive,1,0.14285714285714285
PRODUCT_158604,图书音像,正品放心,positive,1,0.5
PRODUCT_158610,图书音像,性价比高,positive,1,1.0
PRODUCT_158656,图书音像,质量好,positive,1,0.5
PRODUCT_158697,图书音像,价格贵,negative,1,1.0
PRODUCT_158760,家居生活,正品放心,positive,2,0.18181818181818182
PRODUCT_158760,家居生活,疑似假货,negative,2,0.18181818181818182
PRODUCT_158773,图书音像,正品放心,positive,1,0.3333333333333333
PRODUCT_158773,图书音像,疑似假货,negative,1,0.3333333333333333
PRODUCT_158802,图书音像,质量好,positive,1,1.0
PRODUCT_158807,美妆个护,正品放心,positive,1,0.25
PRODUCT_158807,美妆个护,疑似假货,negative,1,0.25
PRODUCT_158820,图书音像,包装差,negative,1,1.0
PRODUCT_158949,图书音像,包装好,positive,1,0.25
PRODUCT_158973,图书音像,很新鲜,positive,1,1.0
PRODUCT_158986,家用电器,会回购,positive,1,1.0
PRODUCT_159005,家居生活,性价比高,positive,1,1.0
PRODUCT_159062,美妆个护,外观一般,negative,1,0.5
PRODUCT_159090,图书音像,外观一般,negative,1,1.0
PRODUCT_159154,美妆个护,发货快,positive,1,0.5
PRODUCT_159154,美妆个护,味道不错,positive,1,0.5
PRODUCT_159200,美妆个护,味道不错,positive,1,0.5
PRODUCT_159236,美妆个护,味道不错,positive,2,0.6666666666666666
PRODUCT_159236,美妆个护,不推荐,negative,1,0.3333333333333333
PRODUCT_159236,美妆个护,正品放心,positive,1,0.3333333333333333
PRODUCT_159298,图书音像,内容不错,positive,1,0.25
PRODUCT_159298,图书音像,质量差,negative,1,0.25
PRODUCT_159310,图书音像,质量好,positive,1,1.0
PRODUCT_159312,美妆个护,价格贵,negative,1,1.0
PRODUCT_159315,家具/家装/建材,包装好,positive,1,1.0
PRODUCT_159340,电脑/办公,性价比高,positive,1,1.0
PRODUCT_159374,图书音像,很新鲜,positive,1,1.0
PRODUCT_159374,图书音像,性价比高,positive,1,1.0
PRODUCT_159381,家具/家装/建材,质量好,positive,1,1.0
PRODUCT_159413,图书音像,外观好看,positive,1,0.3333333333333333
PRODUCT_15944,图书音像,内容不错,positive,1,1.0
PRODUCT_159516,图书音像,外观一般,negative,1,0.3333333333333333
PRODUCT_159564,图书音像,正品放心,positive,1,0.07692307692307693
PRODUCT_159564,图书音像,疑似假货,negative,1,0.07692307692307693
PRODUCT_159610,图书音像,正品放心,positive,1,1.0
PRODUCT_159625,图书音像,质量差,negative,1,0.07142857142857142
PRODUCT_159630,图书音像,内容不错,positive,1,0.1
PRODUCT_159630,图书音像,正品放心,positive,1,0.1
PRODUCT_15966,图书音像,包装差,negative,1,1.0
PRODUCT_159702,美妆个护,味道不错,positive,1,1.0
PRODUCT_159719,图书音像,内容一般,negative,1,1.0
PRODUCT_159811,图书音像,质量差,negative,1,1.0
PRODUCT_159829,图书音像,正品放心,positive,1,1.0
PRODUCT_159936,图书音像,质量好,positive,1,0.5
PRODUCT_159973,图书音像,正品放心,positive,2,0.5
PRODUCT_159973,图书音像,外观好看,positive,1,0.25
PRODUCT_159992,图书音像,性价比高,positive,1,1.0
PRODUCT_159999,图书音像,正品放心,positive,1,1.0
PRODUCT_160065,图书音像,外观好看,positive,1,1.0
PRODUCT_160077,图书音像,包装好,positive,1,1.0
PRODUCT_160086,图书音像,不推荐,negative,1,1.0
PRODUCT_1601,家用电器,内容一般,negative,1,0.14285714285714285
PRODUCT_1601,家用电器,外观好看,positive,1,0.14285714285714285
PRODUCT_1601,家用电器,正品放心,positive,1,0.14285714285714285
PRODUCT_160111,图书音像,内容不错,positive,1,0.25
PRODUCT_160111,图书音像,很新鲜,positive,1,0.25
PRODUCT_160111,图书音像,质量好,positive,1,0.25
PRODUCT_160172,图书音像,包装差,negative,1,1.0
PRODUCT_160172,图书音像,外观好看,positive,1,1.0
PRODUCT_16022,图书音像,外观好看,positive,1,0.14285714285714285
PRODUCT_16022,图书音像,正品放心,positive,1,0.14285714285714285
PRODUCT_160241,图书音像,不推荐,negative,2,0.05
PRODUCT_160241,图书音像,内容不错,positive,2,0.05
PRODUCT_160241,图书音像,包装好,positive,1,0.025
PRODUCT_160241,图书音像,性价比高,positive,1,0.025
PRODUCT_160241,图书音像,正品放心,positive,1,0.025
PRODUCT_160306,图书音像,客服好,positive,1,1.0
PRODUCT_160306,图书音像,性价比高,positive,1,1.0
PRODUCT_160352,图书音像,不推荐,negative,1,1.0
PRODUCT_160415,美妆个护,发货快,positive,1,0.2
PRODUCT_160430,美妆个护,性价比高,positive,1,1.0
PRODUCT_160437,家居生活,不推荐,negative,1,0.3333333333333333
PRODUCT_160437,家居生活,味道一般,negative,1,0.3333333333333333
PRODUCT_160437,家居生活,味道不错,positive,1,0.3333333333333333
PRODUCT_160437,家居生活,质量好,positive,1,0.3333333333333333
PRODUCT_160441,图书音像,内容不错,positive,1,1.0
PRODUCT_160449,其他,不推荐,negative,1,1.0
PRODUCT_160449,其他,疑似假货,negative,1,1.0
PRODUCT_160462,图书音像,内容不错,positive,1,1.0
PRODUCT_160559,家用电器,疑似假货,negative,1,1.0
PRODUCT_160581,图书音像,外观好看,positive,1,0.2
PRODUCT_16059,图书音像,内容不错,positive,1,1.0
PRODUCT_160594,电脑/办公,会回购,positive,1,0.25
PRODUCT_160597,图书音像,正品放心,positive,2,0.6666666666666666
PRODUCT_160622,图书音像,性价比高,positive,1,0.3333333333333333
PRODUCT_160632,电脑/办公,很耐用,positive,1,0.3333333333333333
PRODUCT_160674,图书音像,正品放心,positive,1,0.5
PRODUCT_160766,图书音像,质量好,positive,1,0.3333333333333333
PRODUCT_160793,图书音像,性价比高,positive,1,0.2
PRODUCT_160793,图书音像,疑似假货,negative,1,0.2
PRODUCT_160795,图书音像,外观好看,positive,1,0.16666666666666666
PRODUCT_1608,图书音像,正品放心,positive,1,0.2
PRODUCT_160887,图书音像,发货快,positive,1,0.2
PRODUCT_160902,图书音像,内容不错,positive,1,1.0
PRODUCT_160912,美妆个护,不推荐,negative,1,1.0
PRODUCT_160981,手机/数码,不推荐,negative,1,0.08333333333333333
PRODUCT_160981,手机/数码,正品放心,positive,1,0.08333333333333333
PRODUCT_160993,家具/家装/建材,价格贵,negative,1,0.5
PRODUCT_161,图书音像,质量好,positive,1,1.0
PRODUCT_161062,图书音像,内容不错,positive,1,1.0
PRODUCT_1611,图书音像,正品放心,positive,1,1.0
PRODUCT_161376,图书音像,正品放心,positive,1,0.5
PRODUCT_161382,美妆个护,很耐用,positive,1,0.3333333333333333
PRODUCT_161382,美妆个护,质量好,positive,1,0.3333333333333333
PRODUCT_161383,电脑/办公,价格贵,negative,1,0.1111111111111111
PRODUCT_161383,电脑/办公,正品放心,positive,1,0.1111111111111111
PRODUCT_161383,电脑/办公,疑似假货,negative,1,0.1111111111111111
PRODUCT_161421,图书音像,性价比高,positive,1,0.14285714285714285
PRODUCT_161421,图书音像,疑似假货,negative,1,0.14285714285714285
PRODUCT_161439,食品/保健,味道不错,positive,1,0.5
PRODUCT_161470,图书音像,正品放心,positive,1,1.0
PRODUCT_161503,图书音像,正品放心,positive,1,1.0
PRODUCT_161542,图书音像,会回购,positive,1,0.3333333333333333
PRODUCT_16156,图书音像,不推荐,negative,1,1.0
PRODUCT_161586,图书音像,很耐用,positive,1,1.0
PRODUCT_161648,图书音像,内容不错,positive,1,1.0
PRODUCT_161763,图书音像,外观好看,positive,1,1.0
PRODUCT_161783,图书音像,外观好看,positive,1,0.5
PRODUCT_161793,图书音像,外观好看,positive,2,0.3333333333333333
PRODUCT_161891,图书音像,外观好看,positive,1,0.16666666666666666
PRODUCT_1619,图书音像,质量好,positive,1,0.5
PRODUCT_161935,手机/数码,物流慢,negative,1,1.0
PRODUCT_161954,图书音像,正品放心,positive,1,0.5
PRODUCT_162069,手机/数码,不推荐,negative,1,1.0
PRODUCT_162069,手机/数码,很耐用,positive,1,1.0
PRODUCT_162069,手机/数码,正品放心,positive,1,1.0
PRODUCT_162088,图书音像,内容一般,negative,1,0.3333333333333333
PRODUCT_162114,图书音像,内容不错,positive,1,0.16666666666666666
PRODUCT_162114,图书音像,正品放心,positive,1,0.16666666666666666
PRODUCT_162216,图书音像,内容不错,positive,1,1.0
PRODUCT_162232,图书音像,会回购,positive,1,0.1
PRODUCT_162247,图书音像,不推荐,negative,1,0.5
PRODUCT_162260,家居生活,不推荐,negative,1,1.0
PRODUCT_162286,图书音像,外观好看,positive,1,1.0
PRODUCT_162503,图书音像,不推荐,negative,1,1.0
PRODUCT_162503,图书音像,很新鲜,positive,1,1.0
PRODUCT_162505,电脑/办公,容易坏,negative,1,0.3333333333333333
PRODUCT_162505,电脑/办公,质量差,negative,1,0.3333333333333333
PRODUCT_162567,家具/家装/建材,性价比高,positive,1,0.5
PRODUCT_162583,手机/数码,包装好,positive,1,0.14285714285714285
PRODUCT_162583,手机/数码,发货快,positive,1,0.14285714285714285
PRODUCT_162583,手机/数码,正品放心,positive,1,0.14285714285714285
PRODUCT_162639,钟表/首饰/眼镜/礼品,容易坏,negative,1,0.5
PRODUCT_162642,图书音像,内容不错,positive,1,1.0
PRODUCT_162681,电脑/办公,质量好,positive,1,1.0
PRODUCT_162692,食品/保健,疑似假货,negative,1,1.0
PRODUCT_162738,母婴/玩具,外观好看,positive,1,1.0
PRODUCT_162747,图书音像,质量好,positive,1,1.0
PRODUCT_162780,家具/家装/建材,容易坏,negative,1,0.5
PRODUCT_162780,家具/家装/建材,很耐用,positive,1,0.5
PRODUCT_16281,图书音像,外观好看,positive,1,0.3333333333333333
PRODUCT_162853,图书音像,内容不错,positive,1,1.0
PRODUCT_162897,图书音像,不推荐,negative,1,1.0
PRODUCT_162897,图书音像,内容不错,positive,1,1.0
PRODUCT_163020,图书音像,正品放心,positive,1,0.2
PRODUCT_163066,家居生活,味道不错,positive,1,1.0
PRODUCT_163135,图书音像,正品放心,positive,1,0.5
PRODUCT_163162,手机/数码,会回购,positive,1,1.0
PRODUCT_16319,图书音像,价格贵,negative,1,1.0
PRODUCT_163276,图书音像,很新鲜,positive,1,0.5
PRODUCT_163284,图书音像,内容不错,positive,1,0.3333333333333333
PRODUCT_163284,图书音像,外观好看,positive,1,0.3333333333333333
PRODUCT_163284,图书音像,性价比高,positive,1,0.3333333333333333
PRODUCT_163404,家用电器,外观好看,positive,1,1.0
PRODUCT_163882,图书音像,疑似假货,negative,2,0.11764705882352941
PRODUCT_163882,图书音像,外观好看,positive,1,0.058823529411764705
PRODUCT_163882,图书音像,尺码合适,positive,1,0.058823529411764705
PRODUCT_163882,图书音像,正品放心,positive,1,0.058823529411764705
PRODUCT_163882,图书音像,质量好,positive,1,0.058823529411764705
PRODUCT_163896,图书音像,质量差,negative,1,1.0
