数据ID,用户ID,商品ID,评论时间戳,评论标题,评论内容
TEST_1512,406.0,PRODUCT_506295,1356019200,不但贵而且纸张印刷很不咋地,"这一套书买的比别的网店贵很多,比如文轩网,而且纸张和印刷与正版图书还有一定的差距,性价比不高"
TEST_1513,367213.0,PRODUCT_65864,1253376000,I don't know,"给弟弟买的,我没看过"
TEST_1514,1237729.0,PRODUCT_383540,1316620800,剑8 花了二十多,"书的质量还行,随书赠送的200元环球英语网校王陆剑8在线精讲课程不见了!!!是被扣留了还是根本就没有啊??"
TEST_1515,185988.0,PRODUCT_373731,1384704000,"相比《周公解梦》,我更愿意相信这本书","平时经常做梦,醒来会查查《周公解梦》,但查完之后依然不知道自己为什么会做那样的梦。 这本书从目录看,就很合我的兴趣,读了一些,书里有常见的12种梦,详细分解的话,其实是48种,每一种都很经典,几乎我都做到过,比如在天空飞行,被人追赶,从高处掉下来,梦见忘带东西,梦见自己没穿衣服,梦见捡到钱又丢了钱,梦见自己说不了话,真的,这些我真的都做到过。 感觉以后都不用查周公解梦了,这本书解答了很多困惑。 看看这些常见梦境代表了什么,或是在暗示什么,基本就不会有啥困扰了。 就像作者说的,梦是了解自己的工具,的确如此。 在我看来,这本书适合先通读一遍,做了相应的梦之后,再检索特定的梦境案例阅读。 非常推荐。"
TEST_1516,238621.0,PRODUCT_186069,1239897600,还不错,"买来送人的,对方很喜欢。"
TEST_1517,446722.0,PRODUCT_174019,1275580800,自我陶醉,"非常自我陶醉,没有看到中日之间在当时的巨大差距和宏观环境,只是在一些偶发的,片段的胜利当中自我陶醉。"
TEST_1518,319209.0,PRODUCT_343503,1362844800,还没看、我想应该会好看!,还没看、我想应该会好看!到时看了再评伦!!
TEST_1519,9280.0,PRODUCT_74654,1345910400,效果不错,"海飞丝这套新出的产品用起来感觉还不错,一开始也是看着精品购物指南上推荐才买的,大超市和屈臣氏品种都不全,还是亚马逊货全。"
TEST_1520,1149740.0,PRODUCT_259091,1332086400,还是有点效果的,"用了近三周时间,基本坚持每天晚上涂抹,有时间的话还会按摩几分钟,本来一直凸起的痘印稍有平整的趋势,会继续使用。这也不是灵丹妙药,能达到这种效果已经很不错了。"
TEST_1521,922854.0,PRODUCT_127520,1372608000,书评,"内容丰富,叙述流畅,讲解深入浅出,循序渐进,对初学者是一本入门好书"
TEST_1522,48586.0,PRODUCT_365400,1358006400,超好,"针砭时弊,一会儿哭,一会儿笑"
TEST_1523,76302.0,PRODUCT_511873,1351094400,好大一本,"好大一本字典,一时半会用不上,还没舍得打开包装,很精致。"
TEST_1524,226610.0,PRODUCT_174438,1374595200,啊,东西还不错 挺好看的啊
TEST_1525,668609.0,PRODUCT_27244,1253548800,很好,图片很好!送货速度快!
TEST_1526,866361.0,PRODUCT_419693,1375027200,真实!,"破除觉醒迷雾,是一幅指路地图!"
TEST_1527,328476.0,PRODUCT_352129,1364140800,珍贵资料,"虽然与现在出版的画像石相比,不那么精致,也不那么美观,十几年过去了还能够买到,就不容易了。"
TEST_1528,1070184.0,PRODUCT_206955,1318608000,没得挑剔,"纸质、内容都很好,服务也很周到,信任卓越。"
TEST_1529,1442.0,PRODUCT_388519,1364918400,可以,"这个还不错,能正常使用"
TEST_1530,723974.0,PRODUCT_254917,1250352000,评价,"刚购买了一个E3100,对卓越的送货效率还是很满意的,两天三夜就到手,比想像中快多了,到手的产品也没有其他人评价中的像旧的一样,感觉保护措施做得还是很充份,对产品还算满意,虽然感觉音质方面达不到预想的要求,但这不过是主观感觉,而且这价位也确实不能有太高要求。送的耳塞音质还不错的;唯一有点不好的地方就是送货的快递公司会要求签单后才给检查货品,虽然也没检查出质量问题,但确实与卓越网上所说验货再签收有点相违,希望卓越公司能与货运公司协商改善此一问题,只要品质真,不怕别人验。实话实话,好的方面就要支持,不足的希望下次购物时能看到改善;"
TEST_1531,792.0,PRODUCT_410576,1354809600,一书在手别无他求!,"傲慢与偏见一直是我的最爱,但是以前只看过床头灯那种很薄的小册子,读起来很不过瘾,而且原著中的很多细节描写也木有,十分遗憾,现在终于可以好好欣赏一下原著的味道了!很兴奋!包装也非常仔细,每本书的外面都有一层塑封膜,非常周到!我很喜欢!很喜欢!"
TEST_1532,518422.0,PRODUCT_28044,1357315200,"运送和安装都不错,好评","一个多月前买的,amazon负责送货,送到后,电话联系sharp,由sharp再联系安装方上门安装(是sharp的合作商吧)。 电视机本身不错,薄,颜色也比较柔和,切换3D没什么障碍,暂时没有找到好的播放真3D的播放器,左右格式看过两次,还行。USB介入设备的操作,似乎不如samsung的界面直观。 以前说sharp的切换频道很慢,这次测试下来感觉还可以,一方面平时也很少切换,都机顶盒了。不同输入信号源之间的切换速度还可以接受。 上门安装可选的支架,是一个可以拉出,左右转动,上下小幅摆动的支架,价格500左右,tb上查了这个,价格一半,但是自己买自己安装肯定要累一点。 总体满意。"
TEST_1533,223767.0,PRODUCT_512449,1289318400,"看了,还不错!","这本书我刚刚看完,名家手笔,不过似乎显得有些历史小说色彩,而非史学家手笔。作者的感情太过着迹,字里行间,举手投足,都是倾注了作者对朱元璋的看法,似乎有失史学家之公允。 其中对于我国历史的概括总结是非常有意思的,很是新颖到位,甚有见地。"
TEST_1534,102610.0,PRODUCT_238817,1377792000,"东西还不错,听喜欢的","东西还不错,听喜欢的"
TEST_1535,73268.0,PRODUCT_258184,1336147200,推荐!,"很好很好的绘本,色彩明亮,图画富有层次,故事性很强的图书,适合2-4岁 的宝宝哦"
TEST_1536,155855.0,PRODUCT_354672,1319385600,非常精美,"太喜欢这本书了,封面的质感很好,里面的插图也很漂亮 整本书非常精美,都舍不得翻着看了哈哈"
TEST_1537,260005.0,PRODUCT_413565,1367856000,一般般,音效没啥特别的、 性价比一般
TEST_1538,764334.0,PRODUCT_61405,1274976000,指定教材,"这真是指定教材?内容简单,只有选择题,也不知道这一本书够不够用?"
TEST_1539,2381.0,PRODUCT_348804,1344614400,赞一个,"这款手机很不错!外观好看,速度较快,对得起这个价格!"
TEST_1540,763364.0,PRODUCT_352586,1352390400,"书可以,CD不行.","书还不错,适合入门的人看.但是盘里的音乐很奇怪,和书不匹配"
TEST_1541,19035.0,PRODUCT_141980,1259856000,还行,"编辑质量不是很好,有不少的错别字,图很丰富,较易阅读"
TEST_1542,421973.0,PRODUCT_400042,1372608000,"还不错,挺有想法","很多想法都很新颖,让人眼前一亮"
TEST_1543,13897.0,PRODUCT_289394,1316275200,不错,用过第一册的参考书~主要是看参考答案用~我觉得有的题应该适当的展开一下~这第二册还没有细看~
TEST_1544,69458.0,PRODUCT_368181,1288022400,想买,带光碟不?在家里锻炼可以不?
TEST_1545,225163.0,PRODUCT_497042,1333209600,赞!,"书很好,内容很棒,整体都很好!"
TEST_1546,269388.0,PRODUCT_315687,1348329600,提不错的书,"书装订还是不错的,如果硬皮装订更好了,希望以后多多进点好书"
TEST_1547,67130.0,PRODUCT_277544,1346601600,好的书能让人心情愉快,"买了三本都是关于心灵成长的,相对于“少有人走的路”那本书,我对这本书的好感度提高了不少,书本的纸张挺有质感外观也保持着整洁。"
TEST_1548,295355.0,PRODUCT_520311,1220803200,"有些简单,不过,挺好,适合我家长辈阅读","姑父姑母到SZ来,本来就比较无聊,买几本书让 老年人有点事情做."
TEST_1549,156548.0,PRODUCT_475626,1324483200,"还行,印刷不太精致。","这本书还行,就是印刷质量不敢恭维。"
TEST_1550,151411.0,PRODUCT_28334,1369756800,"还不错吧,HTC通病","还不错吧,HTC通病,以后不会用这个牌子了"
TEST_1551,141687.0,PRODUCT_323066,1245513600,赞一个,赞一个! 同事和朋友看了都觉得很不错!
TEST_1552,45979.0,PRODUCT_409530,1284480000,好用,有用~!油皮感觉好干净!
TEST_1553,68962.0,PRODUCT_186779,1372003200,"很好,是因为作者的关系","售后服务很到位,换货后的质量不错"
TEST_1554,326862.0,PRODUCT_53035,1241971200,算OK吧,"书是原版,和朋友确认过了。就是看起来不那么新。总的来说还OK吧。"
TEST_1555,131804.0,PRODUCT_33759,1293379200,没有想象的那么好,故事趣味性可读性不强。文言文过多。。
TEST_1556,280243.0,PRODUCT_112645,1319472000,很烂,"用了两次已经出现问题了,电脑关机后拔下U盘,去打印时,就木有图标显示了,拿去修理,人说不值得,不是正货,已经过了退换货期限,卓越的客服以前是领教过了相互推卸责任,无语.失望失望"
TEST_1557,1152.0,PRODUCT_621,1190390400,不错不错,赠送的心经也不错
TEST_1558,459510.0,PRODUCT_491170,1293292800,"内容有帮助,但是比较散乱","首先需要提一下的是这本书的日文标题是「スーパーキャラデッサン---印象に残る意図するデッサン」,意为给人留下印象的漫画素描,结果不知为啥翻译成草图篇了? 对这个系列熟悉的人自然知道,作者的画力是一流的,在这方面不必有任何的担心。 但是问题在于,从题目中就可以看出来这是个非常大的课题,于是就免不了讲解起来东一榔头西一棒子(而且作者似乎根本没有着力减少这种倾向),实话讲颇不适合入门用。入门用还是基础篇(还是顺带一提,基础篇的日文书名「作画のための考えるデッサン」也和“基础篇”相差甚远,不过我觉得翻译成基础篇反而是一针见血,日文名反而是不知所云),和头身比篇比较的实用。"
TEST_1559,130892.0,PRODUCT_516997,1362412800,适合复习和总结,"内容稍乱,不过用来复习或者是总结还是很方便的"
TEST_1560,706835.0,PRODUCT_41328,1359820800,好书,"我们一般看球都把注意力放在了球员的表现上面,但是对休息区和更衣室里所发生的事情却知之甚少。教练和球员在赛前是怎么准备比赛的,在比赛当中教练是怎么考虑下一部要采取怎样的战术,这些都是看比赛所无法了解到的。而这本书给了我们一个全新的角度来认识和了解这项运动。"
TEST_1561,900559.0,PRODUCT_117731,1256745600,很有用,"最近在写论文,参考了很多资料,很不错"
TEST_1562,867323.0,PRODUCT_102031,1341504000,超赞,非常的给力~~~绝对正品质量没得说~~~
TEST_1563,700826.0,PRODUCT_256069,1379260800,挺好的,"还不错,题很多,正好"
TEST_1564,503357.0,PRODUCT_304021,1361030400,"这本无塑封,不过很新,没损坏,还不错","这本无塑封,不过很新,没损坏,还不错"
TEST_1565,546688.0,PRODUCT_236146,1366041600,好,"东西质量好,发货比较快。适合商务人员专用。"
TEST_1566,749688.0,PRODUCT_55858,1349971200,还不错,"跟在实体店里的包装不太一样,东西用着还不错,比实体店的便宜不少,用完还会考虑再买。"
TEST_1567,26735.0,PRODUCT_237878,1371744000,包装很好,"这是替同学买的,很喜欢,"
TEST_1568,17117.0,PRODUCT_13540,1348329600,"纸质很好,格线很清晰舒服","我是用它做笔记,用一片撕掉一片,这个拍纸本撕下来的纸边很整齐,很满意"
TEST_1569,327303.0,PRODUCT_319382,1342540800,考研必备,任汝芬先生的政治书真的很好用。个人认为是考研必备的政治复习书。从编写到选材都很用心。
TEST_1570,1559.0,PRODUCT_186230,1364486400,"好用,","好用,评价迟了,考试已经过了"
TEST_1571,74679.0,PRODUCT_494210,1276617600,郭世佑教授力作!,"好书。找了10年,在亚马逊遭到了!!谢谢"
TEST_1572,163009.0,PRODUCT_429295,1374163200,非常好,"非常好,非常适合我。"
TEST_1573,17774.0,PRODUCT_131440,1362931200,原文版才能品味出书中的精华,"没有被译者修改过的,就是一本好书!读古书就要看原文的好。译者译出来的作品,也就是他们吃了吐出来的,再嚼就没有道味了。"
TEST_1574,775648.0,PRODUCT_88730,1192636800,我准备有机会把人文版这一系列书全购齐,"此书joyo上没有封面照片.所以很多人都不敢购买.我想人文版的应该不会差到哪去,就博了一下. 两天就到货,不错: 1953年11月1版 1957年1月2版 1973年12月3版 2007年7月21次印刷. 正文下有注释.前还有一张三国演义地图.有990页码,两书放一起有42MM厚. 我准备有机会把人文版这一系列书全购齐"
TEST_1575,455564.0,PRODUCT_328638,1330012800,优劣参半,"一款很经典的游戏,这么多年来经久不衰。但是,却有致命漏洞,需要在网上下载补丁才能正常游戏。"
TEST_1576,245507.0,PRODUCT_200115,1315843200,爸爸很满意,"给爸爸妈妈用的,他们非常满意,要比那种塑料黑色连体盖子的好用。"
TEST_1577,9927.0,PRODUCT_39886,1364400000,小和尚的白粥馆,"包装还够严实的,速度也很快!!内容不错!!"
TEST_1578,3494.0,PRODUCT_427129,1242057600,不吸引人,"我也不喜欢这样的教材,图片、对话都不吸引人,尤其不能吸引小孩。孩子看第一页就没有看得下去。"
TEST_1579,22951.0,PRODUCT_4675,1383667200,"质量不错,就是太裸","感觉质量不错,但是自己选的颜色和唇色太一样了,涂上跟只涂润唇膏的效果一个样,原本是想买口红的,额..."
TEST_1580,872835.0,PRODUCT_320156,1354550400,高木迷,"好饿,好想吃。书后的台湾篇也很棒。把菜汁浇到米饭上根本就是小孩子的吃法,直子还以为是中国的习俗,真可爱!"
TEST_1581,277719.0,PRODUCT_244573,1365091200,给这个浮躁的世界一点宁静,"每个人都会有心灵上的困惑,在有压力的时候,在迷茫失望的时候。这本书原原本本的展现了正常人的生活状态,让你更清楚的认识自己。"
TEST_1582,279944.0,PRODUCT_383707,1368633600,收获很大,"收获很大,可做藏书。"
TEST_1583,430853.0,PRODUCT_399931,1288108800,"收到,不错","2天时间可以收到,不错的速度。产品质量也不错。 一同飞鸿在北京的服务还是不错的,有耐心等我们看完产品。"
TEST_1584,15742.0,PRODUCT_484232,1358179200,是本有用的书,"写论文的时候使用的参考书,对研究中国独生代消费行为有一定的启迪、开蒙作用。"
TEST_1585,224996.0,PRODUCT_143622,1335715200,每个妻子都应该读一下,"这本书太好了,能够成为婚姻的教科书,只有依据真理才能真正拥有一个完整而幸福的家庭。"
TEST_1586,524635.0,PRODUCT_507986,1322841600,书还行,"书还行,刚好下的有视频,还看着书,听着视频,挺好。"
TEST_1587,229434.0,PRODUCT_48358,1368547200,给爸爸买的,"应该不错,内容很经典哦"
TEST_1588,288254.0,PRODUCT_255106,1378224000,答案,哥买这个完全为答案!
TEST_1589,643744.0,PRODUCT_18691,1246118400,不好,太幼稚  一味追求形式  没有内涵  我在书店买过觉得很受骗
TEST_1590,164898.0,PRODUCT_58915,1375113600,聊聊未来的路,"书本的内容不怎么样,不是特别精彩也不是特别实用。"
TEST_1591,1021415.0,PRODUCT_400404,1317916800,不错,"质量很好,能承重,放在厨房用了。"
TEST_1592,1654.0,PRODUCT_226318,1368720000,"挺不错的一本中医书,冲着肖国士买的。","挺不错的一本中医书,冲着肖国士买的。。。。。。。"
TEST_1593,12312.0,PRODUCT_343503,1383062400,蔡康永,冲着蔡康永来的 很喜欢
TEST_1594,291836.0,PRODUCT_50659,1338825600,爵迹囧格,太好看了!!!囧格!囧格!
TEST_1595,512943.0,PRODUCT_446753,1343059200,"本书内容相当丰富,适合于那些准备“使用”PYTHON的程序员,很超值","本书内容相当丰富,适合于那些准备“使用”PYTHON的程序员,很超值 话说我买实体书之前就看过电子版,觉得非常好,简直把PYTHON的能力发挥到了极致,而且作者对于书中各种算法的讲解非常清晰,举例来说,那个FFT(快速傅里叶转换)就讲得相当清楚,哪怕以前没接触过这种算法的人,也是一看就理解了。 本书主要是讲解、示范PYTHON的扩展能力,演示我们能用PYTHON作哪些工作,作者搜集、编写了大量的例程,同时我感觉作者可能属于那种一线直接编程的工程师,所以他对PYTHON的讲解就比较具体实在。 本书适合于那些打算用PYTHON来做些什么的程序员,置于案头,随手可翻。 本书需要读者对PYTHON有一些基本的了解,比如语法什么的。 好书!推荐!"
TEST_1596,32464.0,PRODUCT_436333,1368115200,帮别人买的,"语文新课标的东西,一向不错。"
TEST_1597,24134.0,PRODUCT_119225,1334419200,c3222,"昨天收到货物,挺快的。外观看还行,很好用。应该是正品机,先用看看在说》"
TEST_1598,173001.0,PRODUCT_236719,1259510400,建议如果不是为了研究不要买这本书,"建议如果不是为了研究不要买这本书,毕竟还停留在二十世纪四十年代的水平上,书中的很多观点,现在已经得到学者专家的质疑。相比之下或许林庚先生的《唐诗综论》更好一些。"
TEST_1599,429912.0,PRODUCT_347941,1334592000,"东西不错,略有不足。","样子不错,造型很好。缺点就是必须要插电源啊。。。。。"
TEST_1600,333982.0,PRODUCT_373169,1299427200,不错,"送给同学的礼物,质量不错,不过比想象中的小很多,还不能折叠。"
TEST_1601,1044152.0,PRODUCT_191245,1341244800,无语,当初没有看清楚以为是亚马逊直发的 结果并不是 亚马逊直发的第二卷和第三卷都到了 第一卷整整7天才到 撇开书的内容不说 之所以要买盒装是因为想好好保存 结果拿到手 整个盒子已经严重变形 总之我是不会在这家店买书了
TEST_1602,218216.0,PRODUCT_148581,1378656000,Max Factor蜜丝佛陀透滑粉饼1号10g玉瓷色,不知道 还行吧  凑字数的
TEST_1603,56889.0,PRODUCT_297998,1296230400,挺好,"英文原版、全新,印刷质量不错,文字很清晰。   缺点是,由于是平装本,书脊不受折腾,刚拿到手时把书从二分之一处打开,看了一会之后发现书脊中央有断胶的倾向。 不过我还是建议喜欢Jane Eyre的朋友们买它,因为印刷质量ok,对得起23Rmb这个价格。"
TEST_1604,84747.0,PRODUCT_295278,1313510400,"还没看完,前几章字比较多","前几章理论太多,后边还没看"
TEST_1605,423536.0,PRODUCT_2652,1314892800,看了后悔,"我看了几页就不看了,大家找点有文化水平的书看看吧"
TEST_1606,99771.0,PRODUCT_186014,1313078400,虚假,"说明书中写着有隔热手套,而显示却没有,怎么你不把说明书也换了呢?"
TEST_1607,2770.0,PRODUCT_44501,1317744000,不错,质量很不错。觉得很值。。。
TEST_1608,189307.0,PRODUCT_44957,1333987200,蛮好的,"别人推荐说蛮好的就买了这个,正品,查过了。"
TEST_1609,311792.0,PRODUCT_55052,1332259200,好,"实用,价格实惠,是四六级作文的好帮手"
TEST_1610,255774.0,PRODUCT_218158,1375632000,還蠻好用的!,不錯  比實體店的  貨要 好呢?怎麼感覺
TEST_1611,50037.0,PRODUCT_116230,1378569600,一本书,"一本书,仅此而已,说不出好和坏呀"
TEST_1612,192.0,PRODUCT_50869,1354032000,好书!,"作者语言不错,所描述的交易流程、结构还算比较清晰,可惜可能由于信息来源有限,所以很多法律方面的细节有所欠缺,但从商业角度,这本书已经写的相当不错了!适宜创业者或公司高管阅读!"
TEST_1613,1936.0,PRODUCT_498275,1278777600,关于翻译,"对不起译者,实在是出于专业本能,忍不住就抠起里面的文字来。除了诸如“时间不会比……来得远”这样的常识性错误,什么“超出她最狂野的梦想”等等也深深雷到了我:这完全就让人立马和""beyond somebody's wildest dream""对等起来。坦率地说,我相信原著会比这本译作更精彩,因为译者在很多细节描写上都处理得不够到位,导致全书看起来拖沓冗长,看似多了许多无关紧要的场景描写。译者应该对作者说句对不起,这样的书不值得让你翻译。"
TEST_1614,811099.0,PRODUCT_79527,1296489600,一个人读直子,"直子的每一本书都看过 从一个人上东京到一个人漂泊的日子 伴我走过了高中至大学的时光 即使成名后的直子也不改往昔的草根模样 小心翼翼地为理想继续奋斗着,小小的野心,没完没了的希望与失望 是我们每个人生活的真实写照 直子告诉我们 小人物也可以创造大梦想"
TEST_1615,44826.0,PRODUCT_435067,1356537600,语言学教程,"书是正版的。很好!包含的内容很多,就是没有可以写字的地方!"
TEST_1616,1086793.0,PRODUCT_217339,1306512000,不能用,"回家安装上就不亮,,请问怎么解决,,速回"
TEST_1617,189331.0,PRODUCT_261298,1366300800,"很不错,给老爸的生日礼物!","老爸很满意,简单就是好!"
TEST_1618,430391.0,PRODUCT_15850,1329926400,简单管理同时又是不简单的,"实现企业最终的“简单管理”,我们需要一批有良好理解力、执行力和非常高的专业化能力的人,有了他们才能使企业的整体生产力向更简单、更实用、更高效的方向迈进,要有一批能找出方法、找到工具并具备教育能力和耐心的中层管理者担负传承使命,才能让更多的员工把“简单管理”从口头念叨转化为行为中的自觉,从而更好、更多地把事情做对,日复一日,从寻常单调中获取成就感和工作者的尊严。"
TEST_1619,32773.0,PRODUCT_180125,1335542400,一般般吧,"一章节一个故事,宣扬因果报应,旧体例小说痕迹明显,故事也较精彩,闲暇时可一观."
TEST_1620,23262.0,PRODUCT_464159,1318089600,"步步惊心,字字惊艳","此次的新版本,除了收录了5篇前所未有的番外,更是赠送了4张明信片,其中两张非常唯美,大爱~ 桐华的细腻笔触继续延续淡淡的忧伤,虽然没有让人破涕为笑,但是不失为完美的收官之笔,为我们一众《步步》迷们了却遗憾……"
TEST_1621,711343.0,PRODUCT_224709,1364140800,"图片挺不错,内容也不错","图片挺不错,内容也不错"
TEST_1622,15019.0,PRODUCT_224522,1257696000,很好看,"内容好简单,不过都学到不少知识。"
TEST_1623,1085.0,PRODUCT_438426,1345305600,还不错,"总体还不错吧,物美价廉~就是还没怎么用,质量应该还好吧~"
TEST_1624,413314.0,PRODUCT_339353,1316102400,"喜欢它,就买它","我很喜欢这本书,我之前看过这本书,但不是我的,现在终于自己拥有了,很满意,价钱合适,质量也不错"
TEST_1625,790616.0,PRODUCT_165985,1363363200,纸质不好,"比以前买的书纸质差了点,"
TEST_1626,16659.0,PRODUCT_235221,1366905600,买了之后就没看过,装逼装大了 收起来了。。。。。书就一般吧
TEST_1627,541786.0,PRODUCT_513192,1379865600,"很适用呢,感觉很全面。","很适用呢,感觉很全面。"
TEST_1628,451312.0,PRODUCT_488705,1300291200,很好的书,"给三年级女儿买的,她爱不释手,连睡觉都延后了好多。我好奇也看了一下,果真停不住啊,后来看到第三册我和女儿都抢起来了。很真诚,很纯洁。小公主的品格也让人很敬佩,情节一波三折,引人入胜呢!"
TEST_1629,700732.0,PRODUCT_411773,1345651200,质量不错,"纸张质量不错,手感好,书有一定的重量。。"
TEST_1630,193610.0,PRODUCT_394236,1326729600,中国原创漫画哦耶!,"一直在人人上关注啊,超期待啊,上个月刚看到会有实体书在亚马逊上卖,就立刻预定了,今早刚到,已经看完了。书的纸张很好,但可惜网路上非常赞的并没有收录在里面,特别是专门为那些敏感事件画的没有收录,当然收录的话也没法出版~顺便说一句,本书内容仅适合成年儿童阅读!"
TEST_1631,158985.0,PRODUCT_354672,1366905600,泰戈尔,"一本书,一个境界!泰戈尔,值得阅读!"
TEST_1632,39617.0,PRODUCT_17778,1339344000,很好,"电熨斗很不错。自从买回来以后经常使用,因为要给老公熨正装。电熨斗易于操作,很喜欢这个商品。"
TEST_1633,10080.0,PRODUCT_438091,1379001600,正品,"正品。图片上看着好像是蓝色和黑色拼接,实际是深蓝色与蓝色拼接。"
TEST_1634,1348132.0,PRODUCT_407755,1368374400,评价,"性价比很高,不错,简洁"
TEST_1635,31164.0,PRODUCT_142800,1329840000,"好看,小样很喜欢","送人,很漂亮,................"
TEST_1636,573859.0,PRODUCT_434734,1325088000,垫子适用,"这款垫子是自己的爱好选的,能用"
TEST_1637,960155.0,PRODUCT_456534,1310486400,"很值得,质量不错。","包装很精美,纸张的质量很好。"
TEST_1638,259492.0,PRODUCT_224026,1357315200,物流粗暴,"东西寄来的时候,箱子都裂开了,里面的书摔坏了一角懒得换就收下了。"
TEST_1639,1385202.0,PRODUCT_438432,1194192000,不好用,"效果很一般,而且我用了掉头发严重了,用了两次不用了"
TEST_1640,259596.0,PRODUCT_477395,1367337600,还好,"细腻有声场,也有底噪"
TEST_1641,699604.0,PRODUCT_38572,1370793600,很好啊,不错 不油 也没奇怪的味道
TEST_1642,10913.0,PRODUCT_287016,1382284800,很好,同学用了很好没问题的
TEST_1643,487685.0,PRODUCT_498555,1253894400,不错的诗集,"普希金写的诗很好啊!译者穆旦翻译的也很精炼,有读古诗的感觉,很不错。只是邮寄来的书有些破损,观感打了折扣!但总的来说还是不错的,值得一看!(书的内容很好)"
TEST_1644,95608.0,PRODUCT_434016,1367510400,很喜欢,"确实很好看,朴实中却带生活的内涵"
TEST_1645,136461.0,PRODUCT_143904,1367856000,不错,"没感觉比1333好在哪儿,不过咱也不是专业人士,用的稳定,能提高电脑速度就可以了"
TEST_1646,1214208.0,PRODUCT_303372,1367942400,"非正品,下单谨慎。","根本就不是正品,不知道亚马逊怎么搞的,还标榜自己是正品?!!!!"
TEST_1647,586246.0,PRODUCT_251982,1336320000,新历史风格,"黄仁宇先生开创了一种新的审视历史、撰写历史的风格,后人多有模仿,值得一看。"
TEST_1648,1320488.0,PRODUCT_384030,1364745600,华为的质量令人担心,"用了一个月屏幕就失灵了,保修又等了一个月。"
TEST_1649,71257.0,PRODUCT_505158,1342368000,这本书可以一买。。软件书讲事例最好了。。,这本书可以一买。。软件书讲事例最好了。。
TEST_1650,111553.0,PRODUCT_518193,1366473600,纸张质量很不错,"书已经收到,纸张质量相当不错,小赞一下"
TEST_1651,976058.0,PRODUCT_374477,1300118400,还不错哈,感觉质量还不错 还有光盘
TEST_1652,324492.0,PRODUCT_353869,1382112000,买书好评,书不错 内容挺详细的 发货速度 也快
TEST_1653,2475.0,PRODUCT_407428,1307203200,质量、做工很好!,非常满意!金士顿的质量!卓越的价格!海虹的送货速度!
TEST_1654,24961.0,PRODUCT_292585,1281801600,相宜本草,"卓越的商品质量都很放心。这个乳液味道很好闻,淡淡的草药香,很温和不会过敏,唯一的缺点就是夏天用稍微显得有点油,不过干性皮肤的人用应该还好"
TEST_1655,190052.0,PRODUCT_100914,1366387200,可以,"要求不高的人用,不错。。。"
TEST_1656,3130.0,PRODUCT_421036,1339171200,差劲,"书本外表就是普通平装,最不能忍的是书的内容,有没写全的英文就算了,还各种错字。劝要买的人可以先看下中文翻译般的,然后就这本书猜下正确的单词是什么,反正这就是我现在的乐趣……"
TEST_1657,1083546.0,PRODUCT_349185,1354982400,"外形很好,很智能","东西很不错,外形很好,操作简单,传输速度很快,穿透能力强,实在是不可多的的一款!"
TEST_1658,169436.0,PRODUCT_453478,1351094400,关于肖仁福的小说,"肖仁福的关于官场的作品,我读过好几部,但除了标题还记着外,内容几乎都忘了。但有一点我愿意坦率说,他的作品看似繁琐其实写得很细腻,因而读他的书,感觉有磁性似地,我几乎都是一口气读完的。有一段时间我还有想收藏他的作品的意图,只是书柜里实在书满为患,才放弃了初衷。但在作家群里,肖的书应算是上乘的。"
TEST_1659,683939.0,PRODUCT_32768,1295539200,"简单、浅显,但却是有用","书的质量还是满意的。内容方面很浅显,也很简单,看货没看这本书其实很多人都知道这些道理,但对我的作用就是经常看看,翻翻,特意 加强自己这方面的控制还是有所帮助的。。"
TEST_1660,638579.0,PRODUCT_341915,1339516800,"很好,用起来很舒服!","键盘质量很不错,跟想象中的一样!!"
TEST_1661,7623.0,PRODUCT_322730,1289750400,不错的一本书,"装帧不错。正在看,书中配图不少,写的比较通俗。"
TEST_1662,1051761.0,PRODUCT_195181,1343577600,盗版绝对盗版,"不知道是发货商自己调货了还是什么问题,我收到的这本书,内容不做评价,印刷真是太烂了,印刷模糊,裁切不整齐,甚至都赶不上地摊买的盗版书,既然在这买书肯定是想看着舒服,这样的书太让人不舒服,直接扔垃圾桶了,再去别的地方买一本吧。"
TEST_1663,5442.0,PRODUCT_421382,1242403200,很便宜,"比超市里便宜不少,挺好的"
TEST_1664,78394.0,PRODUCT_479024,1379347200,气质修炼课,刚开始看了几页觉得内容很丰富!
TEST_1665,100997.0,PRODUCT_23707,1286812800,满意,"书角稍稍有点破,但是还好啦!不影响阅读,外观也尚可。。。总之很新,里面的印刷、纸质也很好~~~"
TEST_1666,1259830.0,PRODUCT_336939,1334246400,一般,"难洗,,,不会自动保温。。。如果你是经常见望的。。。就不要用!否则。。。说不定这锅也能把你给煮了。其它还好。"
TEST_1667,37515.0,PRODUCT_42107,1317916800,非常好的主内读物,"印刷精美小巧,在地铁,公交车或银行等候时拿出来看,可随时补充对主爱的共鸣。"
TEST_1668,89782.0,PRODUCT_84778,1326816000,很烂啊,"买了个假货,灯都不亮"
TEST_1669,1401568.0,PRODUCT_451922,1314547200,应该OK吧!,"孩子用的东西,她没说什么,应该OK吧!"
TEST_1670,17477.0,PRODUCT_145459,1374854400,不错,不错。算很实用的了。
TEST_1671,1400557.0,PRODUCT_451215,1338998400,非常不错!,"物流非常快,书的包装也十分不错。我买回来以后还没开始做,所以还不知道内容怎么样"
