数据ID,用户ID,商品ID,评论时间戳,评论标题,评论内容,评分
TRAIN_18964,449409.0,PRODUCT_488167,1310400000,还可以,"现在看书是随手翻着看,因为我学过一点日语,所以对日本文化比较感兴趣,书的内容不错,不过不太适应房远的语气",3.0
TRAIN_18965,212.0,PRODUCT_253074,1354204800,不错,挺实用的 自从上了大学后就没接触这样的英语了,5.0
TRAIN_18966,634294.0,PRODUCT_213883,1347379200,看电视确实可以,"看电视确实可以,听音乐完全不要考虑,音质很糟糕。",3.0
TRAIN_18967,11949.0,PRODUCT_393179,1222444800,很值得一读,"很值得一读, 对女人来说,很受益.",4.0
TRAIN_18968,128502.0,PRODUCT_1608,1307548800,还不错,"书的质量挺好,内容也不错,多少可提高些说话的技巧,因为有一些实例。",3.0
TRAIN_18969,1167693.0,PRODUCT_432827,1338652800,好书一本,这是我最喜欢的书之一了。推荐大家看。,5.0
TRAIN_18970,192.0,PRODUCT_403390,1326729600,精美的视觉盛宴~,"很美的书。装帧精良,印刷优美,铜版纸,爱书者不容错过~",5.0
TRAIN_18971,53880.0,PRODUCT_143794,1370966400,不错,"很喜欢她的书,这一本感觉没有重遇未知的自己精彩,但依旧不错。",5.0
TRAIN_18972,1367500.0,PRODUCT_423638,1359820800,没有网上看到的效果好!,"拿在手里质感不是很强,说是送4G储存卡也没有见到!",3.0
TRAIN_18973,22184.0,PRODUCT_196518,1343059200,"买了之后确实觉得,有点大","买了之后确实觉得,有点大",4.0
TRAIN_18974,289206.0,PRODUCT_122871,1342540800,棒!,原版书 印刷到质量都喜欢 满意~,5.0
TRAIN_18975,37733.0,PRODUCT_185008,1372003200,给力啊,"拿到感觉超赞,真心是正品,总之很好啦,满意的不得了",5.0
TRAIN_18976,1154300.0,PRODUCT_262618,1365609600,大爱妖怪主题,非常喜欢本期的知日!,5.0
TRAIN_18977,746445.0,PRODUCT_123013,1314201600,真货来的,"用来送给老爸的,他很喜欢,味道很英伦。",5.0
TRAIN_18978,39549.0,PRODUCT_400876,1336492800,倒置开关不错,"安装后出水均匀细腻(如果出水不均匀可拧开看看)倒置后关水这个好,洗澡时候不用关水阀。倒置一下关上后在按一下继续出水。",4.0
TRAIN_18979,30570.0,PRODUCT_230394,1362585600,"书很好,要好好学日语啦!","书很实用,对日语学习很有帮助。",5.0
TRAIN_18980,263300.0,PRODUCT_231414,1384790400,Genius/精灵 雷神K5 背光专业游戏键盘,很不错狠好用它  西环  5分,5.0
TRAIN_18981,899762.0,PRODUCT_117404,1245081600,区别?,"这东西买第二瓶,第一瓶试了效果虽然不是特别明显,但是比较清爽,容易吸收.但是第二瓶就比较稀,吸收不好,有点油,怎么会有这么大的区别?心中纳闷会不会是假货? 不知道最近买此东西的网友会不会有此情况?",2.0
TRAIN_18982,268225.0,PRODUCT_38282,1350489600,挺好的,"图书质量好,要考的知识点书里都有,挺好",5.0
TRAIN_18983,763127.0,PRODUCT_202945,1363881600,很好!,很好!很满意!不过比想象中的轻!,5.0
TRAIN_18984,355618.0,PRODUCT_410768,1367078400,内容生动,"内容生动,纸能用好一点就更完美了。",5.0
TRAIN_18985,5675.0,PRODUCT_334739,1322236800,翻译得不咋的啊,"语言还是需要不断模仿中进步的,这样一来背点东西比较好。这个书里的文章不短不长很地道,就是那个中文翻译啊,是差啊差啊差啊,怎么看怎么别扭。不过,也不用太太太在意中文,能背的都是懂的。",3.0
TRAIN_18986,75276.0,PRODUCT_335005,1328198400,很不错。,"这套书书皮都比较软,不过内容详尽,很好的教材。比较专业。",5.0
TRAIN_18987,36217.0,PRODUCT_497359,1299859200,评书,"质量很好,还会光临的",5.0
TRAIN_18988,78.0,PRODUCT_257556,1215100800,喜欢,"喜欢是喜欢,可是原文书看不懂,强烈要求要进中文版的!",4.0
TRAIN_18989,1275172.0,PRODUCT_347627,1316534400,"《声声》动人,《千城》也动人,美男子的一往情深","这本书我打四分。看过后博寒的《声声》,许声上是美男子,加上《声声》几乎没有缺陷的情节设计和语言描绘,说实话我被这篇卷首语的文章打动了。只是后来才知道后博寒是90后的文艺男,我向来讨厌90后的小盆友,装模作样,非主流。可是《声声》打动我的那种感觉,却很纯粹。买了《千城》这本书,从头到尾读了一遍,是一个适合年轻人阅读的故事,语言真实动人,不过像我这样的年纪,已经不适合读这本书。更喜欢后博寒《声声》的风格,相信作者可以写出更多更好的小说,不知道你是不是下一个韩寒或者下一个郭敬明,但是你的优秀有目共睹。",4.0
TRAIN_18990,108998.0,PRODUCT_525364,1374249600,非常的好,"一级棒,非常好用易用",5.0
TRAIN_18991,437860.0,PRODUCT_485564,1284652800,!!!,"学校的理论力学课本卖完了,这本书是新出版的,市面上不是很多,卓越上居然找到了,嗯,很好",4.0
TRAIN_18992,742142.0,PRODUCT_53452,1187971200,大家稍安毋躁,"大家不要生气,对于卓越取消终身VIP制度,实在是遗憾,搞什么啊,弄得像贝塔斯曼一样,只会让自己失去顾客。 不过卓越毕竟还是要比贝塔斯曼强一些,当时因为卓越没有承诺会有什么礼品,我就从贝塔斯曼定了HP7英文版,结果送到时发现所谓的“随书赠送豪华魔法礼盒”不过是一个已经挤烂的破纸盒子和一张纸,浪费感情……所以尽管我已经到了白金卡,但是我不会再从贝塔斯曼买任何东西! 相比之下,卓越的态度还是好很多。况且与去新华书店购书相比,卓越一是价格低,再者说,其服务态度与售后制度怎么着也比那些新华书店要好上不知多少倍……所以相比之下,还是会继续支持卓越。",5.0
TRAIN_18993,548554.0,PRODUCT_439176,1296230400,果断新概念,"对英语确实有帮助,课文顺下来的感觉非常好。虽然单单一本不是纸箱子送来的,但是完好无损,卓越的包装还是挺卓越的!",5.0
TRAIN_18994,19710.0,PRODUCT_15611,1363881600,产品质量不过关,"其实苹果机一直很信赖,用了三年。前天在亚马逊上买了一款iphone4  买回来屏幕上有白道划痕。是本身质量问题,不检查质量就包装出售,亚马逊很不负责任。以后不会再买亚马逊上的东西了  很失望 。。",1.0
TRAIN_18995,1280821.0,PRODUCT_352118,1302364800,非常不错的一本书,里面都是作者的真是体验和经验。不可多得的书。一点没有东抄西抄的烂书感觉。很好。,5.0
TRAIN_18996,23330.0,PRODUCT_384685,1382198400,挺好,"还送网校学习什么的不错,内容比较全面",5.0
TRAIN_18997,692439.0,PRODUCT_440540,1298995200,此书是创业类经典,此书是创业类经典指导从书...,5.0
TRAIN_18998,205923.0,PRODUCT_140157,1380643200,性价比不错的产品,外形轻薄、配置全面、性能却不落后的产品。,5.0
TRAIN_18999,190740.0,PRODUCT_454422,1382889600,浅感~,"粗粗读完,感觉大多只是在直白的介绍些古镇的总体概述,总觉少了些人文气息,缺少生气。本人更偏向那些游记类的,那些在大家熟知的表面下,可以发现不一样的风情。 书本的材质和编排还是很好的。",4.0
TRAIN_19000,7840.0,PRODUCT_502454,1312905600,不错,"很好,孩子有挑战难度。。。。。",5.0
TRAIN_19001,905119.0,PRODUCT_119409,1293984000,",",东西很全啊~~就是慢!,5.0
TRAIN_19002,1355569.0,PRODUCT_462418,1351094400,"真的是大鼠,真的有性价比","发货速度没得说,亚马逊还是灰常给力的,买了几次东西都是3天以内就送到了 至于鼠标本身,还是有罗技一贯的风格,简约而不花哨,实用而不缩水。用了半个月了,在我那十来块钱的老爷鼠标垫上依然良好服役,没有出现丢帧什么的情况~  移动也很平滑,没有因为大脚贴而产生滞涩感  个人感觉重量把握的还是挺到位的,不装配重跟g400差不多,并不会像一些人说的那么沉。尺寸还是适合18cm以上的大手,不然会握不住,手小的买家还是非诚勿扰吧^_^ 不足的地方也有一些:侧面的磨砂表皮感觉不是很好,手出汗的时候容易打滑,比较钟爱g400的类肤质(估计罗技也是有这方面的考虑和研究才改进的)  另外一方面侧键设计的有点多,导致模具的稳定性不如g400那么好,侧键有种松散的感觉,按下去有时候会因为回弹而发出异响,其实两个侧键完全够用了(现在基本只用一个,其他的两个都给禁用了)。 总的来说性能和品质在300元以下是无敌的,和更高级的鼠标比也不遑多让,预算足够的罗技粉不妨一试",4.0
TRAIN_19003,2671.0,PRODUCT_136331,1254758400,不错的复习考试书,"给女儿的,说编写的不错",4.0
TRAIN_19004,158987.0,PRODUCT_484116,1351180800,"值得看看,通俗易懂","不错,值得看看,通俗易懂,深入浅出,蛮实用的书,可以教会你处理客户异议技巧",5.0
TRAIN_19005,1104214.0,PRODUCT_228943,1379520000,书评,"书的质量很好,,不过还没看呢~~~",5.0
TRAIN_19006,245772.0,PRODUCT_456393,1324483200,不错,"应该不错的,内容还没看,感觉不错!",5.0
TRAIN_19007,634617.0,PRODUCT_416506,1327852800,不会用啊,"之前本来就没试过化妆,现在买来试试,发现,自己很容易就画出了苍蝇腿,睫毛液好一点吧,质地浓稠的不行,画完之后,觉得翘起的睫毛都跟上眼睑有点粘了,不过没有很浓密,就是本来睫毛的状态,好像有点拉长睫毛的效果,自己都觉得神奇呢!",3.0
TRAIN_19008,1220208.0,PRODUCT_307512,1321977600,"价格实惠,非常好用","一直用海飞丝的洗发露,感觉不错,正赶上套装促销,呵呵",5.0
TRAIN_19009,798509.0,PRODUCT_463061,1332172800,"信号很好。功能很强大,比笔记本信号好很多,很值得购买","信号很好。功能很强大,比笔记本信号好很多,很值得购买,99入手。",5.0
TRAIN_19010,173917.0,PRODUCT_191539,1365955200,面膜还好,"虽然效果不是特别好,但是还不错的,如果皮肤敏感的话,还是要注意的",4.0
TRAIN_19011,935136.0,PRODUCT_451545,1336233600,不错,"包装,送货,质量都很不错",5.0
TRAIN_19012,90100.0,PRODUCT_3432,1316880000,我很喜欢贾斯汀比伯,我很喜欢贾斯汀比伯!书到了很喜欢!里面全是比伯的影集!室同学建议把撕了贴在墙上!就这样墙上全是比伯的像!每天都能看见比伯!我很开心!,5.0
TRAIN_19013,183741.0,PRODUCT_275719,1298131200,是不是应该有附带的小册子?,是不是应该有附带的小册子?看到每一章后面有写的啊 是该本来就带着么?我买的没有呢 求解。。。。,4.0
TRAIN_19014,653394.0,PRODUCT_21851,1369929600,还行,"比以前买的100元左右的信号强一些,隔一堵墙还行,两堵墙就没信号了,性价比稍欠缺。",3.0
TRAIN_19015,3200.0,PRODUCT_421043,1297785600,"各方面还不错,就是书里的字太小了","卓越网购物真的好,前几天买了五样东西,送货挺快的,唯一不足的就是买的汤姆叔叔的小屋英文版字太小了,要是在书的介绍里标明里面的字号就好了,太小了看不清楚,看着也累。",3.0
TRAIN_19016,585379.0,PRODUCT_213106,1274284800,还不错,"整天感觉还不错,但是里面的内容和技巧,只有在实际的谈判中才能更好的运用到,作者说的一些情况,有时难以理解",4.0
TRAIN_19017,56819.0,PRODUCT_477765,1382544000,太好了,这本书太好了!不错的选择!,5.0
TRAIN_19018,32386.0,PRODUCT_67789,1328112000,很喜欢这位老先生,"他的语言都很朴实,但是我相信只有这样的人才可以做出长久的企业,不像我国企业家都以骗老百姓为荣,能捞多少就捞多少,一点都不讲究诚信,不为老百姓利益着想,真正强大的企业,是为自己的客户着想的,天天想着怎么帮客户赢取更多的利益,怪不得我国在国际上各个领域都没有一线品牌呢。",5.0
TRAIN_19019,41182.0,PRODUCT_2652,1288713600,我是觉得书很一般,"说了些内容没太大意义,没啥可看的 ,但是如果对经济等不是了解的看着还是有用的",2.0
TRAIN_19020,748870.0,PRODUCT_55683,1285084800,很快呀~,"可能是因為中秋要放假的關係,昨天買,今天就到了。",4.0
TRAIN_19021,786358.0,PRODUCT_227367,1372694400,书很好,"挺好,比较清楚。分析对比的也很详细",5.0
TRAIN_19022,199478.0,PRODUCT_482306,1328457600,"味道不错,就是太辣了!","味道不错,就是太辣了!个人感觉,我喜欢微辣的!",5.0
TRAIN_19023,558165.0,PRODUCT_517707,1363708800,满意,"买的书,挺满意的,我给你推介之... 我建立了个微信公众号,主要分享建筑相关的知识,拾取的艺术与拾分的艺术,在这里不分种族与类别的建筑艺术。也许有那么一点是您值得关注的,会有让您受益的东西。敬请关注。. 微信账号:shiyilo  (拾艺)",5.0
TRAIN_19024,156373.0,PRODUCT_322586,1328025600,很好,"价格便宜,送货速度超快。内容也十分不错。",5.0
TRAIN_19025,396199.0,PRODUCT_188448,1310486400,简单易懂,"简单易懂,适合我们这些新手",4.0
TRAIN_19026,956391.0,PRODUCT_143622,1366819200,"妻子,荣耀的帮助者","哇!~ 我好喜欢这个书,我推荐给朋友了!情不自禁的一口气看完了,实际生活结合圣经的教导,对各位姊妹很有帮助的哟!~ 卖家发货也很快! 很满意 O(∩_∩)O  谢谢",5.0
TRAIN_19027,431047.0,PRODUCT_483300,1377014400,nnn,"不喜欢那个味道,怪怪的!",3.0
TRAIN_19028,1386592.0,PRODUCT_465345,1346169600,质量不好,"买了这么多书,第一次这么贵价格还买了个质量好差的盗版书籍.气味好刺鼻",2.0
TRAIN_19029,14197.0,PRODUCT_431034,1363622400,超值,"曾经我哥哥就是用中公的书考上了公务员,他考完后说在书里面有看到一摸一样的题,真神了呢。现在轮到我要考了,也一定要看看看书, 加油加油!",5.0
TRAIN_19030,122761.0,PRODUCT_22437,1332345600,内容还行,"是盗版的吧,纸质很差啊,但排版还行,总体一般般,感觉不上档次,建议用正版书回馈新老顾客,价钱贵点也行。o(︶︿︶)o 唉",3.0
TRAIN_19031,1258714.0,PRODUCT_335997,1305043200,不错,"白的那头可能是不太会用,用起来很麻烦,而且效果不好, 黑的那头直接用效果不错,很自然,刷头设计的很好 总之,不错,没想到这个价格能买到这么好用的产品。",5.0
TRAIN_19032,293023.0,PRODUCT_236235,1385222400,教程,"这个是我们老师叫我们买的,不过还是很有用的。对于做设计来说有时候可以有很大的帮助",5.0
TRAIN_19033,15662.0,PRODUCT_306020,1319385600,宝宝不太爱看,"我家妞妞两岁了,给她讲这个的时候,她不太爱看,可能不太吸引她吧!",4.0
TRAIN_19034,23332.0,PRODUCT_424200,1325260800,实用,"在妆发、服饰、身材等方面详细分析,运用经典的明星案例进行讲解。",5.0
TRAIN_19035,153742.0,PRODUCT_349049,1376668800,清洗困难,"清洗难,烤出来的东西不怎么好",3.0
TRAIN_19036,3105.0,PRODUCT_22437,1332518400,挺好的,"书本包装得不错,也没有压坏啊什么的,不错",5.0
TRAIN_19037,149556.0,PRODUCT_161735,1362067200,还好,一般清晰 没想象中清晰,4.0
TRAIN_19038,19663.0,PRODUCT_316464,1302019200,油画,"老师介绍的图图,蛮喜欢的--而且还是我老家出版--支持!!! 里面的小景,色彩的感觉超级好的=-==",5.0
TRAIN_19039,1102590.0,PRODUCT_227208,1378656000,联想A830手机经常自动死机,"买了半个月  最近经常自动死机 这是很严重的问题  别的外观或不常用的功能有点问题 还可以凑合 请问联想作为大品牌  叫我如何相信你 给你好评?正烦恼怎么办?诸位听听过来人意见,有益无害!",3.0
TRAIN_19040,1193162.0,PRODUCT_292645,1363104000,使用感受,"总体良好,书页有破损,不影响使用",4.0
TRAIN_19041,615777.0,PRODUCT_232108,1343404800,1699入手,"1、1699入手,还送一块电池 2、该出手时就出手,不等wp8了,虽然知道还会降价 3、一直用nokia,相信他,虽然他在走下坡路,希望他能好起来 4、到nokia服务站查过了,是正品 5、到移动换了小卡,关闭了数据业务,听说wp很费流量,花不起啊 6、版本号7.10.8773.98 7、在保修卡上盖了卓越的章,外包装上的条码也揭下来贴在保修卡上,跟发票放在一起。这是保修必须的。 8、用家里的wifi上网,免费的 9、用excel建了一个电子表格 使用三周后追加: 10、用了快1个月,还没死过机 11、两天充一次电 12、excel很给力,工作帮了大忙,3.7的屏刚刚好 13、由于及时关闭了数据业务,没话冤枉钱跑流量",5.0
TRAIN_19042,43601.0,PRODUCT_130767,1247328000,这才是活脱脱的生动,"一时间听侯孝贤,赖瑞和两位台湾先生都谈及这本《从文自传》。才找来一读。实则是觉得有点晚哦。 离家乡不远处的大文人,竟然这么晚才拿来读,简直有点失敬!! 这个版本,去书店时看到硬壳精装,外套黄永玉画作的版本觉得有点不及。但是看完以后,觉得这版最好,配图与画作弄得很缤纷,这才是书里笔下的生动呈现!",5.0
TRAIN_19043,1041196.0,PRODUCT_189601,1334332800,很不错,"虽然颜色上有点挫,但是总体挺好的",5.0
TRAIN_19044,157615.0,PRODUCT_47570,1372348800,大力度填补非洲印象,"好书! 在我阅读的书籍中,《是非洲》占有举足轻重的位置。 桂涛这位作者,文风实在平近,不似当今宣传火热徒有其名的cctv某某大记者那样的辞藻华丽,内容空洞,矫揉造作,读来令人生厌。 我很感谢这本书带给我的非洲印象,向往非洲的人不妨买来细读,作者在肯尼亚经历两年的风风雨雨,见证了非洲这片古老的富饶大陆想要亲近世界的当代发展历程。若你想了解非洲,此书在为你揭示非洲这片热土的同时,更为你领来了即使是去非洲旅游也不一定能够感受到的风土人情。 非洲的落后贫穷,非洲的热情力量,非洲的野性凶残,非洲的偏执曲解,集成了我们对阿非利加州的全部印象,这使你无法单纯独立任何一个角度来对非洲评说。 一本好书的力量,超越国界,超越语言,我们应该庆幸,这是一本专门为中国人而写的好书,它让你广角遥望非洲,又为世界填补了中国人对非洲大陆无知无解的空白,使得针对非洲土地文化的书坛上,不再是只有西方人尽数占得全场。",5.0
TRAIN_19045,142081.0,PRODUCT_270359,1374422400,"一个系列都买了,不错呀。","推荐,买了一套,都喜欢。",5.0
TRAIN_19046,29955.0,PRODUCT_141315,1231257600,普通书籍,如果就这一本书 我根本看不出来老胡有啥本事,3.0
TRAIN_19047,395039.0,PRODUCT_49330,1296316800,有瑕疵啊,"边角有些破了,当然里面还是新的。对于买来收藏的人来说,总还是让人不爽。",3.0
TRAIN_19048,8664.0,PRODUCT_260342,1350748800,还不错,"39元买的,免邮费,但是送货有点晚,一个星期才到。查了防伪,是正品。速度也不错,总体来说还是比较满意的。",4.0
TRAIN_19049,44041.0,PRODUCT_331335,1364918400,实惠,非常实惠!好东东!推荐!,4.0
TRAIN_19050,593424.0,PRODUCT_2864,1378742400,非常、非常好的英语语法书!!!!!,"好厚哦,非常详细,应该算是经典吧!!",5.0
TRAIN_19051,188920.0,PRODUCT_404693,1327680000,必须好看啊,内容没的说了 我这是没事儿干了才来这儿评论评论,5.0
TRAIN_19052,3096.0,PRODUCT_112613,1377878400,SUPOR 苏泊尔 电饭煲 CFXB16YB3-36,"挺精致的一款锅,用过一次了,觉得不错。",4.0
TRAIN_19053,148528.0,PRODUCT_146031,1364572800,这个价钱值的,"性价比高,大品牌,东西不错",5.0
TRAIN_19054,75439.0,PRODUCT_285595,1313424000,很有哲理的书,"思想很深刻,很理性,翻译很棒。",5.0
TRAIN_19055,179801.0,PRODUCT_386450,1209398400,"还行吧,一般!","其实热卖的书不见得有多好,消遣看看还可以,类似肯德基的鸡腿堡,好吃,但是仅此而已。",3.0
TRAIN_19056,675383.0,PRODUCT_159617,1311523200,"很速度呀,纸张也很好!","第一次网购图书,很满意!卓越网值得信赖!",5.0
TRAIN_19057,62804.0,PRODUCT_386404,1319385600,终于等到了,"这套书被我收藏了整整一年,之前一直是在69块钱上下浮动,没舍得买。前几天骤降到45元,迅速出手买了一套,是2011年8月第5次印刷,纸张质量、字迹大小都可以。打算拿回去晚上躺被窝里慢慢读。冬夜闭门读古书,真是一种享受。",4.0
TRAIN_19058,1603.0,PRODUCT_327114,1229875200,知青梦,"挺好的,很喜欢 谢谢",5.0
TRAIN_19059,597288.0,PRODUCT_162986,1369929600,不错,"还不错,很合适复习。",5.0
TRAIN_19060,22094.0,PRODUCT_62497,1313510400,挺好的,初学者可以的 简单的 就是花样不多,3.0
TRAIN_19061,1346433.0,PRODUCT_405734,1316102400,质量很好!,"原装正版,质量很好!但物流太差。",5.0
TRAIN_19062,32150.0,PRODUCT_290859,1380902400,"此品牌蓝牙耳机烂得要命,买别的吧。","此品牌蓝牙耳机烂得要命,买别的吧,如果不幸中奖是个有问题的耳机(再好的厂家也存在出厂有个别有问题的产品),那这个捷波朗的售后服务会让你有上吊的心,另外,想退或维修,电话打不进,邮件没人理会,呵呵,等吧。 这就是我一个正在用捷波朗消费者的忠告。",1.0
TRAIN_19063,414568.0,PRODUCT_66350,1284220800,"题目难度大,有挑战,写的很细致","题目难度大,有挑战,写的很细致",5.0
TRAIN_19064,76679.0,PRODUCT_493526,1338134400,挺新鲜,"这本书里所列举的事实很多确实是闻所未闻的,原本已经近乎崇拜地念完了,但是却突然在果壳网的谣言粉碎机中看到了驳斥的论作,所以我又有些迷茫。不过总的来说,书中有一些论点在实际生活中还是可以作为很好的参考的。不可不信,也不可全信吧。我虽然不是完全的素食主义者,但是我提倡素食为主的中国传统饮食方法。 书的写法完全是论文形式的,就是摆事实讲道理。所以单纯阅读是很枯燥乏味的,我在阅读时都是重点看标题和结论,至于中间的实验过程往往就忽略不计了,更不会去查阅相关报告的来源,对我们非专业的普通大众们来说,我觉得这样看看就足够了。 这本书和前版的《中国健康调查报告》我都买了,相比之下,这本书阅读起来更为舒服,排版更好、纸张更好,但是内容95%以上是一样的,只是个别的翻译存在差别而已。当然,价钱也比《中国健康调查报告》高出很多~少米的朋友可以考虑直接购买《中国健康调查报告》。",4.0
TRAIN_19065,1274649.0,PRODUCT_394999,1283529600,包装好。,包装好。。还没读。应该好看。。。很开心。,5.0
TRAIN_19066,73199.0,PRODUCT_299507,1261411200,很有帮助,"恩,正好帮助我理清一些现实问题。 一时讲不出它与其他励志书之间的区别在哪, 只觉得,它的切入角很好, 读来一气呵成。",5.0
TRAIN_19067,40023.0,PRODUCT_260342,1342368000,"非常小巧,在车上用很好。购买多个了,自己用送朋友都很好。","很好用,在车上放mp3很好,很方便。",5.0
TRAIN_19068,6460.0,PRODUCT_105943,1332604800,有点失望,"书的封面不错,外观整体也很好,但是书中没有注释也没有注音,希望能够坚持看下去,担心我因为生词太多而看不下去T T",2.0
TRAIN_19069,100452.0,PRODUCT_116187,1357315200,书太好了~~~又厚~~~图又多~~very  nice~,书太好了~~~又厚~~~图又多~~very  nice~,5.0
TRAIN_19070,1549.0,PRODUCT_391080,1311868800,拥护简单纯情的文学,"上网搜阅了曹文轩的小说,觉得很适合学生读就买了,因为是准备送给读高中的表妹的。第一次在卓越上购物,就一次性买了四本,价格实惠,物有所值,以后还会继续挺卓越。",5.0
TRAIN_19071,24830.0,PRODUCT_151551,1375027200,算是一般,"首先想说充电器有问题,刚插一小会就非常烫手,不知道是我倒霉遇上个别原因呢还是本身就这情况。到货第一天就出现了一次黑屏死机,还好后面没发生类似问题。屏幕还是比较清晰的,运行方面也还过的去,电池算是中上吧。配件不谈,就坑爹的一破充电器,连一两块钱的贴膜几块钱的耳机都不舍得带上。",3.0
TRAIN_19072,120647.0,PRODUCT_272165,1343491200,"非常好,看得入迷了","拿到学校去,老师看了说是正版的。 字是繁体的,查找也很方便,有部首也有拼音。 这本词典内容非常丰富,一个字就有很多典故,我和同学都看得入迷了。",5.0
TRAIN_19073,15538.0,PRODUCT_74995,1378137600,"很不错,值得购买!","在各大购物网站上比较之后,最后终于选择在亚马逊上买,收到货后很满意!没让我失望!95的价格应该是最低价了(还包邮)!音色很好,重低音比LV320差一点点,但是最大音量比LV320大,各有优势!我是买来播放瑜伽语音专用的,白天上班一直开着,晚上睡前听,还可以定时关机(这一点不错),音量开到15可以用上四天不用充电。这款比LV320小巧很多,很值得购买!",5.0
TRAIN_19074,675828.0,PRODUCT_470626,1329235200,很好·,不管是内容还是包装 都很好,5.0
TRAIN_19075,12489.0,PRODUCT_521214,1310918400,总的不错~,"这款外形比较亮丽,塞子比较小,适合耳朵小的MM",4.0
TRAIN_19076,70343.0,PRODUCT_111690,1279641600,书,这几本书是我购买的最好看的书籍了,5.0
TRAIN_19077,61066.0,PRODUCT_520992,1359475200,"简洁、大方,做工不错","当台灯使用,很合适。收起来很小巧不占地方。",5.0
TRAIN_19078,293847.0,PRODUCT_294413,1369497600,1,我感觉就是太小了点!,4.0
TRAIN_19079,400076.0,PRODUCT_273190,1376668800,不错。。。,"学习中,使用说明书大拇指厚,看了一天了,新手。。。",5.0
TRAIN_19080,413064.0,PRODUCT_432093,1369756800,很好,"还没来得及看,但是质量很不错,应该错不了",2.0
TRAIN_19081,56666.0,PRODUCT_506390,1380470400,伤心。。。,"刚买就降价也就算了。装个W764位,卡的要命。开个QQ,在开个网页就卡死了。哎。。。还要买内存条了。",1.0
TRAIN_19082,269917.0,PRODUCT_471179,1242921600,以后不买小朋友的书了,"曾经买过小朋友的书,开了个头就看不下去了,不过一直蛮喜欢韩寒这个人的,觉得这男孩子性格非常成熟耿直,所以上次买书的时候顺便买来看,我只想说如果你的阅读习惯是刘震云阎连科莫言马原朱文这样的,还是别买了,当然小朋友们继续支持他也是好的。",2.0
TRAIN_19083,198464.0,PRODUCT_253455,1236873600,不错啊,"其实包装的外壳有点丑,但是是张硬壳,书很好看。里面的纸张也不错,有种想读的欲望。",5.0
TRAIN_19084,14141.0,PRODUCT_32439,1317657600,耳麦使用感受,"1.外包装好。 2.耳麦做工和材质还可以,对得起这个价格。 3.唯一缺点:耳机声音偏小,开最大声在室内安静环境能听清楚,室外会有点吃力。",4.0
TRAIN_19085,152377.0,PRODUCT_300962,1361635200,好像还行,"没仔细看,随便翻了几页",5.0
TRAIN_19086,79028.0,PRODUCT_498831,1342022400,"手指游戏,创新","第一次在新华书店看到这书就挺喜欢,只是碍于价格太贵,就没买,回来老惦记,就上亚马逊找来,与其说给儿子买,还不如说是我对指印花更感兴趣,买到手,顾不得家里没有颜料,拿了个印台印了一大张,就开始画,儿子也来了兴趣,自己画了好多图案,有螃蟹,有戴眼镜的,有长着长长的脚的小人,都很有趣。孩子对这种新鲜的方式很感兴趣,还带到幼儿园和小朋友分享,只是用指印画做成海底世界对于画画功底不深的小朋友还是有难度。",5.0
TRAIN_19087,113613.0,PRODUCT_39335,1355932800,喜庆的挂钟,"颜色很醒目也很喜庆,价格也符合质量了,不错的",3.0
TRAIN_19088,36224.0,PRODUCT_462916,1332777600,有种盗版书的感觉,"买了一段时间了,才开始看,但是发现书中很多地方句子不通顺,而且还有错别字。",3.0
TRAIN_19089,193980.0,PRODUCT_479779,1240156800,看过电影,看过电影才买的  觉得还可以吧  神秘又迷人  仿佛一个梦境,4.0
TRAIN_19090,648086.0,PRODUCT_258693,1285516800,全部是效果图,"全部是效果图,实景的照片两三张。",3.0
TRAIN_19091,196645.0,PRODUCT_441159,1300291200,书目简介太简单,"书目简介太简单,我想知道里面到底有那些书的合集,我想要有药涵医案的,有吗,?",4.0
TRAIN_19092,121697.0,PRODUCT_435200,1223136000,评价,育儿有用的一部书。,4.0
TRAIN_19093,312073.0,PRODUCT_329669,1361376000,好书,"好书!通过序了解了出版社出版的净空法师的基本著作,对了解净空法师的思想有大好处!",5.0
TRAIN_19094,26034.0,PRODUCT_42632,1387382400,好用,搞活动时买的  已经关注很久了  终于被我赶上了  我是个小白  不是很懂  但是听歌对我来说已经足够了  本人的耳朵并没有那么神  听不出太大的高中低频效果  但是大牌子  值得信任  很喜欢,5.0
TRAIN_19095,69049.0,PRODUCT_490031,1284307200,不错,"保修卡,正式发票都有,质量也不错,值得推荐。。。",5.0
TRAIN_19096,610.0,PRODUCT_183046,1356364800,有点混乱,"不是按时间顺序,而是各个研究范围来分的 比如宗族制度、婚姻制度 看的有点茫茫然",4.0
TRAIN_19097,14014.0,PRODUCT_318058,1230048000,豌豆笑传,质量不错。就是价格高了点。,3.0
TRAIN_19098,185063.0,PRODUCT_429342,1322496000,比口袋书要大一点吧。手掌大小,"还不错了,毕竟价钱在那摆着,有限的纸张里呈现着满满的智慧",4.0
TRAIN_19099,1028966.0,PRODUCT_183206,1375459200,与我家的电脑兼容性很好,好评~~~~~~~~~~,5.0
TRAIN_19100,268710.0,PRODUCT_213360,1342022400,换货真给力,"昨天中午收到的复习全书,发现前20页缺失,下午提交换货申请后,今天中午就给换了。换货服务真的很给力,书的质量也不错,是正版,但感到疑惑的是正版书籍为什么会出现这么严重的缺失现象了。",5.0
